,year,type,country,activity,age,species,month,fatal,gender
369,2009,Unprovoked,australia,Kayaking,25.0,Unspecified,Nov,N,M
370,2009,Boating,australia,Kayaking,27.0,White,Oct,N,M
371,2009,Unprovoked,usa,Surfing,54.0,Unspecified,Oct,N,M
372,2009,Provoked,scotland,Diving,23.0,Unspecified,Oct,N,M
373,2009,Provoked,united kingdom,Fishing,39.0,Unspecified,Oct,N,M
374,2009,Invalid,usa,Swimming,60.0,Unspecified,Sep,Y,M
375,2009,Unprovoked,south africa,Surfing,25.0,White,Aug,Y,M
376,2009,Unprovoked,usa,Swimming,22.0,White,Aug,N,F
377,2009,Unprovoked,usa,Wade Fishing,56.0,Bull,Aug,N,M
378,2009,Provoked,usa,Swimming,43.0,Unspecified,Jul,N,F
379,2009,Unprovoked,australia,Surfing,52.0,Unspecified,Jun,N,M
380,2009,Invalid,usa,Crawling,14.0,Unspecified,Jun,Unknown,M
381,2009,Unprovoked,egypt,Snorkeling,50.0,White,Jun,Y,F
382,2009,Provoked,taiwan,Fishing,46.0,Unspecified,May,N,M
383,2009,Unprovoked,usa,Surfing,31.0,Unspecified,May,N,M
384,2009,Unprovoked,usa,Surfing,49.0,Unspecified,May,N,M
385,2009,Unprovoked,usa,Surfing,55.0,Unspecified,May,N,M
386,2009,Provoked,guam,Spearfishing,27.0,Unspecified,May,N,M
387,2009,Unprovoked,usa,Surfing,31.0,Unspecified,Apr,N,M
388,2009,Unprovoked,australia,Surf skiing ,40.0,Unspecified,Apr,N,M
389,2009,Invalid,south africa,Swimming,24.0,Unspecified,Apr,Unknown,M
390,2009,Unprovoked,australia,Surfing,17.0,Unspecified,Mar,N,M
391,2009,Unprovoked,usa,Surfing,17.0,Unspecified,Mar,N,F
392,2009,Unprovoked,usa,Swimming,61.0,Unspecified,Mar,N,M
393,2009,Provoked,south africa,Fishing,40.0,Unspecified,Mar,N,M
394,2009,Unprovoked,australia,Surfing,15.0,Unspecified,Mar,N,M
395,2009,Unprovoked,australia,Surfing,33.0,White,Feb,N,M
396,2009,Unprovoked,australia,"Diving, but on the surface when bitten by the shark",31.0,Bull,Feb,N,M
397,2009,Unprovoked,australia,Surfing,41.0,White,Feb,N,M
398,2009,Unprovoked,cuba,Spearfishing,15.0,Bull,Jan,N,M
399,2009,Unprovoked,south africa,Swimming,25.0,Tiger,Jan,Y,M
400,2009,Unprovoked,australia,Snorkeling,24.0,Unspecified,Jan,N,M
401,2009,Unprovoked,australia,Surfing,13.0,White,Jan,N,F
402,2009,Unprovoked,australia,Surfing,31.0,White,Jan,N,M
403,2009,Unprovoked,new zealand,Swimming,49.0,Unspecified,Jan,N,M
404,2008,Boating,australia,Kayaking,29.0,White,Dec,N,M
405,2008,Unprovoked,australia,Snorkeling,51.0,White,Dec,Y,M
406,2008,Provoked,south africa,Fishing,15.0,Unspecified,Dec,N,M
407,2008,Provoked,australia,Scuba diving,34.0,Grey,Oct,N,M
408,2008,Unprovoked,croatia,Spearfishing,43.0,White,Oct,N,M
409,2008,Unprovoked,usa,Surfing,40.0,Unspecified,Sep,N,M
410,2008,Provoked,australia,Swimming,43.0,Unspecified,Sep,N,M
411,2008,Unprovoked,usa,Surfing,40.0,Tiger,Sep,N,M
412,2008,Unprovoked,australia,Surfing,51.0,Unspecified,Sep,N,M
413,2008,Unprovoked,usa,Surfing,52.0,Unspecified,Sep,N,M
414,2008,Invalid,usa,Swimming,27.0,Unspecified,Aug,Unknown,M
415,2008,Unprovoked,usa,Surfing,26.0,Unspecified,Aug,N,M
416,2008,Invalid,usa,Surfing,20.0,Unspecified,Aug,Unknown,F
417,2008,Unprovoked,usa,Treading water,38.0,Bull,Aug,N,F
418,2008,Unprovoked,australia,Surfing,31.0,White,Jul,N,M
419,2008,Unprovoked,usa,Wading,8.0,Unspecified,Jul,N,F
420,2008,Unprovoked,usa,Wading,16.0,Unspecified,Jul,N,M
421,2008,Invalid,usa,Wading,53.0,Unspecified,Jun,Unknown,M
422,2008,Unprovoked,south africa,Surf skiing ,46.0,White,Jun,N,M
423,2008,Unprovoked,usa,Swimming,37.0,Unspecified,Jun,N,M
424,2008,Boating,usa,Kayaking,40.0,White,Jun,N,F
425,2008,Unprovoked,usa,Body surfing,15.0,Unspecified,Jun,N,F
426,2008,Unprovoked,brazil,Swimming,14.0,Bull,Jun,N,M
427,2008,Unprovoked,mexico,Surfing,49.0,Unspecified,May,N,M
428,2008,Unprovoked,australia,Swimming,37.0,White,May,N,M
429,2008,Unprovoked,new caledonia,Fishing,40.0,Bull,May,N,M
430,2008,Unprovoked,mexico,Surfing,24.0,Tiger,Apr,Y,M
431,2008,Unprovoked,usa,Surfing,18.0,Unspecified,Apr,N,M
432,2008,Unprovoked,new caledonia,Swimming,32.0,Bull,Apr,N,M
433,2008,Unprovoked,usa,Swimming,25.0,White,Apr,Y,M
434,2008,Invalid,mexico,Swimming,32.0,Unspecified,Apr,Unknown,M
435,2008,Invalid,australia,Surfing,19.0,Unspecified,Apr,Unknown,M
436,2008,Unprovoked,usa,Surfing,30.0,Unspecified,Apr,N,M
437,2008,Unprovoked,australia,Body boarding,16.0,Bull,Apr,Y,M
438,2008,Unprovoked,usa,Surfing,52.0,Unspecified,Mar,N,M
439,2008,Unprovoked,usa,Walking out of the water after surfing,13.0,Unspecified,Mar,N,M
440,2008,Unprovoked,usa,Jet skiing,8.0,Unspecified,Mar,N,M
441,2008,Unprovoked,usa,Surfing,27.0,White,Mar,N,M
442,2008,Unprovoked,bahamas,Diving,49.0,Bull,Feb,Y,M
443,2008,Provoked,australia,Accidentally stood on hooked shark's tail before attempting to gut it ,20.0,Unspecified,Jan,N,M
444,2007,Unprovoked,australia,Surfing,31.0,Unspecified,Dec,N,M
445,2007,Invalid,australia,Swimming,34.0,Unspecified,Dec,Unknown,M
446,2007,Unprovoked,usa,Surfing,52.0,Tiger,Dec,N,M
447,2007,Unprovoked,south africa,Surfing,14.0,Unspecified,Nov,N,M
448,2007,Unprovoked,usa,Surfing,21.0,Unspecified,Nov,N,M
449,2007,Unprovoked,usa,Surfing,42.0,Unspecified,Nov,N,M
450,2007,Unprovoked,south africa,Surfing,37.0,White,Nov,N,M
451,2007,Unprovoked,usa,Floating,32.0,Tiger,Oct,N,M
452,2007,Unprovoked,australia,Surf-skiing,52.0,White,Oct,N,F
453,2007,Unprovoked,australia,Spearfishing,31.0,Unspecified,Oct,N,M
454,2007,Unprovoked,usa,Surfing,22.0,Unspecified,Oct,N,M
455,2007,Unprovoked,usa,Surfing,16.0,Unspecified,Oct,N,M
456,2007,Unprovoked,new caledonia,Swimming,23.0,Tiger,Sep,Y,F
457,2007,Unprovoked,bahamas,Spearfishing,48.0,Unspecified,Sep,N,F
458,2007,Unprovoked,egypt,Swimming,18.0,White,Sep,N,F
459,2007,Unprovoked,usa,Surfing,23.0,Unspecified,Sep,N,M
460,2007,Unprovoked,usa,Surfing,27.87,Unspecified,Sep,N,F
461,2007,Unprovoked,usa,Snorkeling,14.0,Unspecified,Sep,N,M
462,2007,Unprovoked,usa,Jumping,12.0,Unspecified,Sep,N,F
463,2007,Unprovoked,usa,Swimming,58.0,Unspecified,Sep,N,M
464,2007,Unprovoked,usa,Body boarding,15.0,Tiger,Aug,N,M
465,2007,Unprovoked,usa,Surfing,24.0,White,Aug,N,M
466,2007,Unprovoked,usa,Surfing,54.0,Unspecified,Aug,N,M
467,2007,Unprovoked,usa,Surfing,27.0,Unspecified,Aug,N,M
468,2007,Unprovoked,usa,Surfing,16.0,Unspecified,Aug,N,M
469,2007,Unprovoked,usa,Floating near boat & observing bioluminesce,20.0,Bull,Aug,N,M
470,2007,Unprovoked,usa,Swimming,15.0,Unspecified,Aug,N,F
471,2007,Unprovoked,usa,Jumped into the water,19.0,Bull,Aug,N,F
472,2007,Unprovoked,usa,Snorkeling,36.0,Unspecified,Jul,N,M
473,2007,Unprovoked,australia,Wading,15.0,Unspecified,Jul,N,M
474,2007,Unprovoked,usa,Swimming,14.0,Unspecified,Jul,N,M
475,2007,Invalid,usa,Swimming,43.0,Unspecified,Jul,Unknown,F
476,2007,Unprovoked,usa,Wading,30.0,Unspecified,Jul,N,F
477,2007,Unprovoked,bahamas,Spearfishing,48.0,Bull,Jul,N,F
478,2007,Unprovoked,usa,Surfing,20.0,Unspecified,Jun,N,M
479,2007,Invalid,usa,Surfing,9.0,Unspecified,Jun,Unknown,F
480,2007,Provoked,usa,Reviving a sedated shark,40.0,Unspecified,May,N,F
481,2007,Provoked,england,Fishing,38.0,Unspecified,May,N,M
482,2007,Unprovoked,australia,Wading,38.0,Unspecified,May,N,F
483,2007,Unprovoked,australia,Surfing,19.0,Unspecified,May,N,M
484,2007,Unprovoked,usa,Surfing,21.0,Unspecified,May,N,F
485,2007,Invalid,australia,Swimming,45.0,Unspecified,May,Unknown,M
486,2007,Unprovoked,usa,Snorkeling,63.0,Tiger,May,N,F
487,2007,Unprovoked,usa,Swimming,25.0,Unspecified,May,N,M
488,2007,Unprovoked,australia,Swimming / jumping off a jetty,13.0,Unspecified,Apr,N,F
489,2007,Unprovoked,usa,Body boarding,12.0,Unspecified,Apr,N,M
490,2007,Unprovoked,usa,Surfing,24.0,Unspecified,Apr,N,M
491,2007,Unprovoked,new caledonia,Surfing,26.0,Tiger,Apr,N,M
492,2007,Unprovoked,usa,Surfing,27.0,Unspecified,Mar,N,M
493,2007,Unprovoked,usa,Surfing,11.0,Unspecified,Mar,N,M
494,2007,Unprovoked,australia,Surfing,42.0,Unspecified,Mar,N,F
495,2007,Unprovoked,australia,Swimming,59.0,Unspecified,Mar,N,F
496,2007,Unprovoked,new caledonia,Spearfishing (free diving),30.0,Tiger,Jan,N,M
497,2007,Unprovoked,australia,Diving,41.0,White,Jan,N,M
498,2007,Unprovoked,south africa,Swimming / Body Surfing,24.0,Tiger,Jan,Y,M
499,2007,Invalid,usa,Surfing,54.0,Unspecified,Jan,Unknown,M
500,2007,Unprovoked,usa,Surfing,24.0,Tiger,Jan,N,M
501,2006,Unprovoked,australia,Surfing,25.0,Unspecified,Dec,N,M
502,2006,Unprovoked,new zealand,Surfing,10.0,Unspecified,Dec,N,M
503,2006,Unprovoked,usa,Surfing,43.0,White,Dec,N,M
504,2006,Provoked,south africa,Fishing,25.0,Unspecified,Dec,N,M
505,2006,Unprovoked,australia,Body boarding,15.0,White,Dec,N,M
506,2006,Unprovoked,usa,Swimming,29.0,Unspecified,Nov,N,M
507,2006,Unprovoked,usa,Surfing,22.0,White,Oct,N,M
508,2006,Unprovoked,usa,Playing soccer in the water,18.0,Unspecified,Oct,N,M
509,2006,Unprovoked,usa,Swimming,55.0,Unspecified,Sep,N,M
510,2006,Invalid,australia,Diving,44.0,Unspecified,Sep,Unknown,M
511,2006,Unprovoked,usa,Standing,33.0,Unspecified,Sep,N,M
512,2006,Unprovoked,south africa,Lifesaving drill,24.0,White,Aug,N,M
513,2006,Unprovoked,usa,Surfing,41.0,White,Jul,N,M
514,2006,Unprovoked,south africa,Surf-skiing,19.0,White,Jul,N,M
515,2006,Unprovoked,usa,Surfing,14.0,Unspecified,Jul,N,M
516,2006,Unprovoked,usa,Standing,49.0,Unspecified,Jul,N,M
517,2006,Unprovoked,usa,Body boarding,14.0,Bull,Jul,N,F
518,2006,Unprovoked,usa,Surfing,22.0,Unspecified,Jun,N,F
519,2006,Unprovoked,usa,Surfing,24.0,Unspecified,Jun,N,M
520,2006,Unprovoked,usa,Playing,7.0,Unspecified,Jun,N,F
521,2006,Unprovoked,australia,Surfing,40.0,White,Jun,N,M
522,2006,Unprovoked,usa,Spearfishing,26.0,Tiger,May,N,M
523,2006,Provoked,usa,Spearfishing,15.0,Grey,May,N,M
524,2006,Unprovoked,usa,Scuba diving,30.0,Tiger,May,N,F
525,2006,Provoked,australia,Snorkeling,46.0,Unspecified,May,N,M
526,2006,Provoked,usa,Fishing,35.0,Bull,Apr,N,M
527,2006,Unprovoked,australia,Surfing,15.0,Unspecified,Apr,N,M
528,2006,Unprovoked,south africa,Body boarding,15.0,Unspecified,Apr,N,M
529,2006,Unprovoked,brazil,Swimming,35.0,Tiger,Apr,N,M
530,2006,Unprovoked,usa,Surfing,28.0,Tiger,Mar,N,F
531,2006,Unprovoked,fiji,Surfing,21.0,Tiger,Mar,N,M
532,2006,Unprovoked,australia,Surfing,15.0,Unspecified,Mar,N,M
533,2006,Unprovoked,usa,Standing,15.0,Unspecified,Feb,N,F
534,2006,Invalid,usa,Free diving,45.0,Unspecified,Feb,Unknown,M
535,2006,Unprovoked,south africa,Surfing,15.0,Unspecified,Feb,N,M
536,2006,Unprovoked,tonga,Swimming,24.0,Tiger,Feb,Y,F
537,2006,Boating,usa,Kayaking,57.0,Unspecified,Feb,N,M
538,2006,Unprovoked,australia,Scuba diving,52.0,White,Jan,N,M
539,2006,Unprovoked,australia,Swimming,21.0,Bull,Jan,Y,F
540,2006,Unprovoked,usa,Surfing,21.0,Unspecified,Jan,N,M
541,2005,Unprovoked,usa,Surfing,30.0,White,Dec,N,M
542,2005,Unprovoked,usa,Swimming,29.0,Tiger,Dec,N,M
543,2005,Unprovoked,australia,Spearfishing,44.0,White,Dec,N,M
544,2005,Unprovoked,usa,Surfing,23.0,Unspecified,Nov,N,M
545,2005,Unprovoked,australia,Surfing,18.0,Unspecified,Nov,N,M
546,2005,Unprovoked,usa,Surfing,30.0,Unspecified,Nov,N,M
547,2005,Provoked,south africa,Fishing for sharks,32.0,Unspecified,Nov,N,M
548,2005,Unprovoked,usa,Surfing,18.0,Unspecified,Nov,N,M
549,2005,Unprovoked,usa,Surfing,26.0,White,Nov,N,M
550,2005,Unprovoked,st. maartin,Standing,55.0,Unspecified,Oct,N,M
551,2005,Unprovoked,south africa,Standing / Surfing,20.0,Unspecified,Oct,N,M
552,2005,Unprovoked,usa,Surfing,36.0,White,Oct,N,M
553,2005,Unprovoked,usa,Surfing,20.0,White,Oct,N,F
554,2005,Unprovoked,usa,Surfing,22.0,Tiger,Oct,N,M
555,2005,Unprovoked,grand cayman,Scuba diving,57.0,Unspecified,Oct,N,F
556,2005,Unprovoked,south africa,Surf-skiing,52.0,White,Oct,N,M
557,2005,Unprovoked,australia,Surfing,26.0,White,Sep,N,M
558,2005,Unprovoked,australia,Surfing,44.0,Unspecified,Sep,N,M
559,2005,Unprovoked,usa,Body surfing,25.0,Unspecified,Sep,N,F
560,2005,Unprovoked,usa,Wading,18.0,Bull,Sep,N,F
561,2005,Unprovoked,australia,Surfing,40.0,White,Sep,N,M
562,2005,Unprovoked,australia,Scuba diving,23.0,White,Aug,Y,M
563,2005,Unprovoked,usa,Surfing,37.0,White,Aug,N,M
564,2005,Invalid,usa,"Boogie boarding, kicked at object in the water",17.0,Unspecified,Aug,Unknown,M
565,2005,Unprovoked,usa,Swimming,8.0,Unspecified,Aug,N,M
566,2005,Unprovoked,usa,Surfing,16.0,Unspecified,Aug,N,M
567,2005,Invalid,usa,Surfing,25.0,Unspecified,Jul,Unknown,M
568,2005,Unprovoked,usa,Swimming,22.0,Unspecified,Jul,N,M
569,2005,Unprovoked,usa,Holding onto an inflatable boat,14.0,Unspecified,Jul,N,F
570,2005,Unprovoked,usa,Fishing,16.0,Bull,Jun,N,M
571,2005,Unprovoked,usa,Swimming with boogie board,14.0,Bull,Jun,Y,F
572,2005,Unprovoked,vanuatu,Swimming,7.0,Unspecified,Jun,Y,F
573,2005,Invalid,usa,Swimming,49.0,Unspecified,Jun,Unknown,M
574,2005,Unprovoked,usa,Swimming,20.0,Unspecified,Jun,N,M
575,2005,Invalid,usa,Surfing,17.0,White,Jun,Unknown,M
576,2005,Unprovoked,south africa,Spearfishing (Free diving),22.0,White,Jun,Y,M
577,2005,Unprovoked,usa,Swimming,33.0,Unspecified,May,N,M
578,2005,Unprovoked,south africa,Surfing,32.0,Unspecified,May,N,M
579,2005,Unprovoked,usa,Surfing,47.0,Tiger,May,N,M
580,2005,Provoked,australia,Fishing,25.0,Unspecified,Apr,N,M
581,2005,Unprovoked,australia,Surfing,40.0,Unspecified,Apr,N,M
582,2005,Unprovoked,south africa,Surfing,32.0,Unspecified,Mar,N,M
583,2005,Unprovoked,australia,Snorkeling,26.0,White,Mar,Y,M
584,2005,Provoked,usa,Diving in aquarium display tank,45.0,Tiger,Mar,N,M
585,2005,Boating,new zealand,Fishing from a kayak,39.0,White,Jan,N,M
586,2004,Unprovoked,australia,Scurfing (surfboard being  towed behind a boat),18.0,White,Dec,Y,M
587,2004,Unprovoked,australia,Spearfishing,38.0,Bull,Dec,Y,M
588,2004,Unprovoked,south africa,Surfing,20.0,Unspecified,Nov,N,M
589,2004,Unprovoked,south africa,Swimming,25.0,White,Nov,Y,F
590,2004,Unprovoked,usa,Surfing,38.0,White,Nov,N,F
591,2004,Unprovoked,cuba,Diving,40.0,Bull,Oct,N,M
592,2004,Unprovoked,south africa,Chumming for white sharks,52.0,White,Oct,N,M
593,2004,Unprovoked,australia,Surfing,59.0,Unspecified,Oct,N,M
594,2004,Unprovoked,usa,Spearfishing,34.0,Tiger,Oct,N,M
595,2004,Unprovoked,south africa,Surfing,34.0,Unspecified,Oct,N,M
596,2004,Unprovoked,reunion,Body boarding,15.0,Tiger,Oct,N,M
597,2004,Unprovoked,usa,Surfing,26.0,White,Sep,N,M
598,2004,Unprovoked,usa,Jumping,17.0,Unspecified,Sep,N,F
599,2004,Unprovoked,brazil,Bathing,24.0,Tiger,Aug,N,M
600,2004,Unprovoked,usa,Diving,50.0,White,Aug,Y,M
601,2004,Unprovoked,usa,Swimming,47.0,Unspecified,Aug,N,M
602,2004,Unprovoked,usa,Swimming,13.0,Unspecified,Jul,N,F
603,2004,Unprovoked,usa,Swimming,19.0,Unspecified,Jul,N,F
604,2004,Unprovoked,usa,Wading / fishing & carrying a bag of fish,11.0,Bull,Jul,N,M
605,2004,Unprovoked,australia,Surfing,30.0,Unspecified,Jul,Y,M
606,2004,Unprovoked,usa,Wading,7.0,Unspecified,Jul,N,M
607,2004,Unprovoked,usa,Surfing,45.0,White,Jun,N,M
608,2004,Unprovoked,australia,Body boarding,17.0,Unspecified,Jun,N,M
609,2004,Unprovoked,usa,Swimming,8.0,Unspecified,Jun,N,M
610,2004,Unprovoked,south africa,"Swimming, poaching perlemoen",21.0,White,Jun,Y,M
611,2004,Unprovoked,usa,Wading,16.0,Unspecified,May,N,M
612,2004,Unprovoked,brazil,Swimming,17.0,Bull,May,N,M
613,2004,Unprovoked,usa,Surfing,44.0,Unspecified,May,N,M
614,2004,Provoked,bahamas,Free diving & spearfishing,63.0,Unspecified,May,N,M
615,2004,Unprovoked,usa,Tandem surfing,28.0,Unspecified,May,N,M
616,2004,Unprovoked,usa,Surfing,57.0,Tiger,Apr,Y,M
617,2004,Unprovoked,south africa,Surfing,16.0,White,Apr,N,M
618,2004,Unprovoked,usa,Surfing,20.0,Bull,Mar,N,M
619,2004,Unprovoked,brazil,Body boarding,22.0,Bull,Mar,N,M
620,2004,Unprovoked,reunion,Surfing,20.0,Unspecified,Mar,N,M
621,2004,Unprovoked,usa,Surfing,51.0,Tiger,Mar,N,M
622,2004,Unprovoked,new zealand,Surfing,15.0,Unspecified,Feb,N,M
623,2004,Invalid,australia,Free diving & spearfishing,31.0,Unspecified,Feb,Unknown,M
624,2004,Unprovoked,australia,Scuba diving,46.0,White,Jan,N,M
625,2004,Unprovoked,venezuela,Spearfishing,40.0,Bull,Jan,N,M
626,2003,Unprovoked,south africa,Spearfishing,21.0,Tiger,Nov,Y,M
627,2003,Unprovoked,usa,Surfing,35.0,Unspecified,Nov,N,F
628,2003,Unprovoked,usa,Surfing,18.0,Unspecified,Oct,N,M
629,2003,Unprovoked,australia,Surfing,22.0,Grey,Oct,N,M
630,2003,Unprovoked,usa,Surfing,13.0,Tiger,Oct,N,F
631,2003,Invalid,usa,Snorkeling,56.0,Unspecified,Oct,Unknown,M
632,2003,Unprovoked,usa,Surfing,19.0,Unspecified,Oct,N,M
633,2003,Unprovoked,usa,Wading near a fishing net,41.0,Grey,Oct,N,F
634,2003,Unprovoked,usa,Surfing,30.0,Unspecified,Sep,N,M
635,2003,Invalid,usa,Swimming,8.0,Unspecified,Sep,Unknown,F
636,2003,Unprovoked,usa,Body boarding,18.0,Unspecified,Sep,N,M
637,2003,Unprovoked,usa,"Standing, stepped on shark",15.0,Unspecified,Sep,N,M
638,2003,Unprovoked,south africa,Body boarding,19.0,White,Sep,Y,M
639,2003,Unprovoked,usa,"Swimming, wearing black wetsuit & swim fins",50.0,White,Aug,Y,F
640,2003,Invalid,usa,Swimming,31.0,Unspecified,Aug,Unknown,M
641,2003,Unprovoked,south africa,Sitting on surfboard,16.0,White,Aug,N,M
642,2003,Unprovoked,bahamas,Spearfishing,58.0,Unspecified,Jul,N,M
643,2003,Provoked,usa,"Walking, carrying surfboard & stepped on shark",10.0,Unspecified,Jul,N,M
644,2003,Unprovoked,bahamas,Spearfishing,39.0,Bull,Jul,N,M
645,2003,Unprovoked,usa,Surfing,17.0,Unspecified,Jun,N,M
646,2003,Unprovoked,usa,Surfing,15.0,Unspecified,Jun,N,M
647,2003,Unprovoked,usa,Standing,12.0,Unspecified,Jun,N,F
648,2003,Unprovoked,usa,Swimming with pod of dolphins,60.0,Unspecified,Jun,N,M
649,2003,Unprovoked,usa,Surfing ,33.0,Unspecified,Jun,N,M
650,2003,Unprovoked,usa,Wading,22.0,Unspecified,May,N,M
651,2003,Unprovoked,usa,Swimming,20.0,Grey,May,N,M
652,2003,Provoked,usa,Surfing,34.0,Unspecified,May,N,M
653,2003,Unprovoked,brazil,Surfing,17.0,Bull,Apr,N,M
654,2003,Unprovoked,usa,Surfing,36.0,Unspecified,Apr,N,M
655,2003,Unprovoked,usa,Surfing,17.0,Unspecified,Apr,N,M
656,2003,Unprovoked,usa,Surfing,30.0,Unspecified,Apr,N,M
657,2003,Unprovoked,usa,Surfing,23.0,Unspecified,Apr,N,M
658,2003,Unprovoked,usa,Surfing,18.0,Unspecified,Apr,N,M
659,2003,Unprovoked,usa,Jumping,11.0,Unspecified,Apr,N,M
660,2003,Unprovoked,usa,Surfing,12.0,Unspecified,Apr,N,M
661,2003,Unprovoked,usa,Swimming (using a float),20.0,Unspecified,Apr,N,M
662,2003,Unprovoked,venezuela,Surfing,28.0,Unspecified,Apr,N,M
663,2003,Unprovoked,usa,Surfing,50.0,Unspecified,Apr,N,M
664,2003,Unprovoked,new zealand,Scuba diving,44.0,White,Feb,N,M
665,2003,Unprovoked,australia,Wading,37.0,Unspecified,Feb,N,M
666,2003,Unprovoked,usa,Swimming,54.0,Unspecified,Feb,N,M
667,2003,Unprovoked,australia,Swimming,24.0,Grey,Feb,N,M
668,2003,Unprovoked,australia,Swimming,25.0,Bull,Feb,Y,M
669,2003,Invalid,south africa,Unknown,14.0,Unspecified,Jan,Unknown,M
670,2002,Unprovoked,south africa,Snorkeling,25.0,White,Dec,N,M
671,2002,Unprovoked,australia,Swimming,23.0,Bull,Dec,Y,M
672,2002,Unprovoked,usa,Body boarding,48.0,White,Nov,N,M
673,2002,Unprovoked,usa,Swimming,34.0,Grey,Nov,N,F
674,2002,Unprovoked,turks & caicos,Snorkeling,41.0,Unspecified,Nov,N,F
675,2002,Unprovoked,usa,Surfing,21.0,Unspecified,Nov,N,M
676,2002,Unprovoked,usa,Boogie boarding,16.0,Unspecified,Nov,N,M
677,2002,Unprovoked,usa,Swimming,60.0,Unspecified,Oct,N,F
678,2002,Unprovoked,brazil,Swimming,36.0,Tiger,Oct,Y,M
679,2002,Unprovoked,usa,Surfing,14.0,Unspecified,Oct,N,M
680,2002,Unprovoked,usa,Surfing,35.0,Unspecified,Oct,N,M
681,2002,Unprovoked,usa,Surfing,18.0,Unspecified,Oct,N,M
682,2002,Unprovoked,usa,Surfing,47.0,Unspecified,Sep,N,M
683,2002,Unprovoked,usa,Fishing from Surfboard,55.0,Unspecified,Sep,N,M
684,2002,Provoked,usa,Fishing,27.87,Unspecified,Sep,N,M
685,2002,Provoked,tonga,Swimming,27.87,Tiger,Sep,N,M
686,2002,Unprovoked,usa,Boogie boarding or Surfing,24.0,Unspecified,Sep,N,M
687,2002,Unprovoked,usa,Surfing,35.0,Unspecified,Sep,N,M
688,2002,Unprovoked,brazil,Swimming,19.0,Tiger,Sep,N,M
689,2002,Unprovoked,south africa,Surf skiing,47.0,White,Sep,N,M
690,2002,Unprovoked,usa,Boogie boarding,20.0,Unspecified,Sep,N,M
691,2002,Provoked,usa,"Wading, when he stepped on the shark",36.0,Unspecified,Sep,N,M
692,2002,Unprovoked,usa,Surfing,16.0,Tiger,Aug,N,M
693,2002,Unprovoked,usa,Surfing,27.0,Unspecified,Aug,N,M
694,2002,Unprovoked,usa,Surfing,15.0,Unspecified,Aug,N,M
695,2002,Unprovoked,usa,Standing,14.0,Unspecified,Aug,N,M
696,2002,Unprovoked,usa,Surfing,13.0,Unspecified,Jul,N,M
697,2002,Unprovoked,usa,Swimming,15.0,Bull,Jul,N,F
698,2002,Provoked,usa,Shark Fishing,41.0,Unspecified,Jul,Y,M
699,2002,Unprovoked,brazil,Surfing,22.0,Tiger,Jul,N,M
700,2002,Unprovoked,usa,Standing,9.0,Bull,Jul,N,F
701,2002,Unprovoked,usa,Surfing,28.0,Unspecified,Jun,N,M
702,2002,Unprovoked,usa,Surfing,50.0,Unspecified,Jun,N,M
703,2002,Unprovoked,south africa,Snorkeling (filming the sardine run),50.0,Unspecified,Jun,N,M
704,2002,Unprovoked,usa,Surfing,24.0,White,May,N,M
705,2002,Unprovoked,usa,Floating on a raft,16.0,Unspecified,May,N,M
706,2002,Provoked,usa,"Fishing, removing the shark from his line",55.0,Unspecified,May,N,M
707,2002,Unprovoked,australia,Scallop diving (using surface-supplied air & a POD) ,23.0,White,Apr,Y,M
708,2002,Unprovoked,usa,"Surfing, but standing in water alongside board",34.0,Unspecified,Apr,N,M
709,2002,Unprovoked,bahamas,Standing,43.0,Bull,Apr,N,M
710,2002,Unprovoked,usa,Wading,41.0,Unspecified,Apr,N,M
711,2002,Unprovoked,usa,Swimming / Wading,29.0,Unspecified,Apr,N,M
712,2002,Unprovoked,usa,Body-boarding,17.0,Tiger,Mar,N,M
713,2002,Unprovoked,usa,Wading,11.0,Unspecified,Mar,N,F
714,2002,Unprovoked,usa,Swimming /  boogie boarding,20.0,Unspecified,Mar,N,M
715,2002,Unprovoked,usa,Snorkeling,39.0,Unspecified,Mar,N,M
716,2002,Unprovoked,usa,Surfing,31.0,Unspecified,Mar,N,M
717,2002,Unprovoked,australia,Surfing,30.0,Unspecified,Feb,N,M
718,2002,Boating,australia,Kayaking,35.0,Unspecified,Feb,N,M
719,2002,Unprovoked,australia,Surfing,20.0,Tiger,Jan,N,M
720,2002,Unprovoked,south africa,Fishing,16.0,Unspecified,Jan,N,M
721,2002,Unprovoked,south africa,Surf skiing,26.0,Unspecified,Jan,N,M
722,2002,Unprovoked,usa,Snorkeling,35.0,Tiger,Jan,N,M
723,2001,Unprovoked,australia,Snorkeling,20.0,Unspecified,Oct,N,F
724,2001,Unprovoked,mexico,Body surfing,26.0,Tiger,Sep,N,M
725,2001,Provoked,usa,"Surfing, fell off surfboard & stepped on the shark.",21.0,Unspecified,Sep,N,M
726,2001,Invalid,usa,Wreck / Technical diving,42.0,Unspecified,Sep,Y,M
727,2001,Unprovoked,usa,Boogie boarding,6.0,Unspecified,Sep,N,M
728,2001,Unprovoked,usa,Swimming ,28.0,White,Sep,Y,M
729,2001,Unprovoked,usa,Swimming,23.0,White,Sep,N,F
730,2001,Unprovoked,usa,Wading,20.0,Unspecified,Sep,N,M
731,2001,Unprovoked,usa,Swimming ,10.0,Bull,Sep,Y,M
732,2001,Unprovoked,bahamas,Spearfishing,44.0,Bull,Aug,N,M
