,type,country,activity,species,month,fatal,gender,year,age
1364,Unprovoked,american samoa,Cleaning hull of ship ,Tiger,Dec,Y,M,1958.0,22.0
1365,Unprovoked,australia,Swimming,Unspecified,Nov,Y,M,1958.0,21.0
1366,Unprovoked,bahamas,Fishing,Unspecified,Sep,N,M,1958.0,42.0
1367,Unprovoked,usa,"Swimming, ducking for shells in water 0.9 m deep",Tiger,Jul,N,M,1958.0,12.0
1368,Unprovoked,usa,"Swimming, ducking for shells in water 0.9 m deep",Tiger,Jul,N,M,1958.0,8.0
1369,Sea Disaster,pacific ocean,U.S. Airforce C124 enroute from Hickham Air Base to Japan went down. The 3 survivors fashioned raft from mailbags  & were rescued 3 days after the crash.,Unspecified,Jul,N,M,1958.0,31.0
1370,Provoked,usa,Free diving,Unspecified,Jul,N,M,1958.0,20.0
1371,Unprovoked,bahamas,"Spearfishing, had fish on his spear",Tiger,Jul,N,M,1958.0,36.0
1372,Provoked,usa,Wading,Unspecified,Jun,N,M,1958.0,59.0
1373,Unprovoked,usa,Walking,Tiger,Jun,N,M,1958.0,17.0
1374,Unprovoked,taiwan,Diving,Unspecified,Apr,N,M,1958.0,29.0
1375,Unprovoked,south africa,Paddling in knee-deep water,Unspecified,Apr,Y,F,1958.0,28.0
1376,Unprovoked,south africa,Swimming with goggles,Unspecified,Apr,Y,M,1958.0,29.0
1377,Unprovoked,australia,Body surfing,Unspecified,Jan,N,M,1958.0,14.0
1378,Unprovoked,south africa,Standing,Unspecified,Dec,N,F,1957.0,14.0
1379,Unprovoked,south africa,Floating,Unspecified,Dec,Y,M,1957.0,23.0
1380,Unprovoked,usa,Swimming,White,Jul,Y,M,1957.0,57.0
1381,Unprovoked,australia,Competing in spearfishing championship & towing dead fish,Unspecified,May,N,M,1957.0,28.0
1382,Unprovoked,usa,Swimming,White,Apr,Y,M,1957.0,25.0
1383,Provoked,usa,Standing,Unspecified,Apr,N,M,1957.0,17.0
1384,Unprovoked,australia,Swimming between  anchored  pearling luggers,Unspecified,Apr,N,M,1957.0,22.0
1385,Unprovoked,papua new guinea,Spearfishing,Tiger,Dec,Y,M,1956.0,19.0
1386,Unprovoked,senegal,"Skindiving, fish at belt",Lemon,Oct,N,M,1956.0,19.0
1387,Unprovoked,usa,Swimming near pier,White,Aug,N,M,1956.0,10.0
1388,Unprovoked,australia,"Swimming, attacked at  surf carnival",Unspecified,Mar,Y,M,1956.0,26.0
1389,Unprovoked,australia,Diving into water,Unspecified,Feb,Y,M,1956.0,15.0
1390,Unprovoked,papua new guinea,Swimming,Unspecified,Nov,N,M,1955.0,8.0
1391,Unprovoked,american samoa,Swimming,Unspecified,Aug,Y,M,1955.0,28.0
1392,Unprovoked,usa,Spearfishing,White,Feb,N,M,1955.0,19.0
1393,Unprovoked,australia,Swimming,White,Feb,Y,M,1955.0,25.0
1394,Unprovoked,australia,Hunting lobsters in 2.4 m of water,Unspecified,Jan,Y,M,1955.0,13.0
1395,Unprovoked,australia,Pearl diving from lugger Whyalla,Unspecified,Jun,N,M,1954.0,30.0
1396,Unprovoked,argentina,Floating,White,Jan,N,M,1954.0,18.0
1397,Unprovoked,papua new guinea,Crouching in the water,Unspecified,Jan,N,M,1954.0,26.0
1398,Invalid,mexico,Free diving,Unspecified,Aug,,M,1953.0,19.0
1399,Unprovoked,usa,Spearfishing,Unspecified,Jul,Y,M,1953.0,15.0
1400,Unprovoked,australia,Spearfishing,Unspecified,Feb,N,M,1953.0,25.0
1401,Unprovoked,australia,"Fishing, setting nets",Unspecified,Dec,N,M,1952.0,25.0
1402,Unprovoked,usa,Body surfing & treading water,White,Dec,Y,M,1952.0,17.0
1403,Unprovoked,australia,Treading water,Unspecified,Dec,Y,M,1951.0,21.0
1404,Unprovoked,south africa,Swimming,White,Nov,N,M,1951.0,23.0
1405,Unprovoked,south africa,Treading water,White,Nov,N,M,1951.0,24.0
1406,Provoked,australia,Fell off surf ski,Unspecified,Mar,N,M,1951.0,23.0
1407,Unprovoked,south africa,Body surfing,Unspecified,Feb,N,M,1951.0,31.0
1408,Unprovoked,australia,Body surfing,White,Nov,N,M,1950.0,21.0
1409,Unprovoked,usa,Body surfing / treading water,White,Oct,N,M,1950.0,31.0
1410,Unprovoked,australia,Fishing,Unspecified,Oct,N,M,1950.0,25.0
1411,Provoked,el salvador,Jerked overboard while pole fishing for tuna,Unspecified,Aug,N,M,1950.0,27.0
1412,Unprovoked,south africa,Body surfing,White,Feb,Y,M,1950.0,14.0
1413,Unprovoked,indonesia,Bending over,Tiger,,Y,M,1950.0,7.0
1414,Unprovoked,australia,Free diving or wading back to shore,Unspecified,Nov,N,M,1949.0,36.0
1415,Unprovoked,australia,Bathing in water 0.9 m deep,Unspecified,Apr,Y,M,1949.0,13.0
1416,Unprovoked,australia,Lifesaving exhibition,White,Jan,Y,M,1949.0,20.0
1417,Invalid,australia,Surfing,Unspecified,Jan,,M,1949.0,32.0
1418,Unprovoked,greece,Swimming,Unspecified,Sep,Y,M,1948.0,17.0
1419,Provoked,usa,Underwater photography,Unspecified,,N,M,1948.0,48.0
1420,Unprovoked,australia,Fishing,Grey,Dec,N,M,1947.0,9.0
1421,Unprovoked,usa,Swimming,Unspecified,Aug,Y,M,1947.0,20.0
1422,Unprovoked,south africa,Treading water,Unspecified,Apr,N,M,1947.0,21.0
1423,Unprovoked,south africa,Treading water,Unspecified,Mar,N,M,1947.0,22.0
1424,Unprovoked,south africa,Treading water,Unspecified,Jan,N,M,1947.0,18.0
1425,Unprovoked,australia,Swimming after a tennis ball,Unspecified,Aug,Y,M,1946.0,30.0
1426,Unprovoked,australia,Standing,White,Feb,N,M,1946.0,18.0
1427,Unprovoked,south africa,Jumping in swells,Unspecified,Jan,N,M,1946.0,18.0
1428,Unprovoked,south africa,Walking,Unspecified,Mar,N,M,1945.0,37.0
1429,Unprovoked,iraq,Swimming,Bull,,N,M,1945.0,15.0
1430,Unprovoked,south africa,Swimming,White,Jul,Y,M,1944.0,17.0
1431,Unprovoked,panama,Dived overboard to check propeller of US Navy motor torpedo boat,White,Sep,Y,M,1943.0,20.0
1432,Invalid,mexico,Swimming,Unspecified,Jul,,M,1943.0,25.0
1433,Unprovoked,australia,Dog paddling or standing,Bull,Dec,Y,F,1942.0,15.0
1434,Unprovoked,south africa,Swimming ,White,Nov,Y,M,1942.0,18.0
1435,Unprovoked,australia,Treading water,Tiger,Sep,N,M,1942.0,24.0
1436,Unprovoked,australia,Swimming,Bull,Jan,Y,F,1942.0,28.0
1437,Unprovoked,bahamas,Swimming along side N.E.L. vessel Saluda,Unspecified,,N,M,1942.0,48.0
1438,Provoked,usa,Fishing from 32' boat,Unspecified,Jun,N,M,1941.0,43.0
1439,Provoked,usa,Fishing,Unspecified,Mar,N,M,1941.0,53.0
1440,Unprovoked,south africa,Treading water,White,Mar,Y,M,1940.0,25.0
1441,Unprovoked,south africa,Swimming,White,Feb,Y,M,1940.0,17.0
1442,Unprovoked,australia,Swimming,Unspecified,Jan,Y,M,1940.0,13.0
1443,Unprovoked,south africa,Swimming ,Unspecified,Jan,Y,M,1940.0,18.0
1444,Unprovoked,australia,Swimming ,Unspecified,Dec,Y,M,1939.0,20.0
1445,Provoked,bahamas,"Dress diving, filming shark & pulling it through the water for a motion picture scene",Unspecified,Jul,N,M,1939.0,38.0
1446,Provoked,australia,Fishing,Tiger,Oct,N,M,1938.0,18.0
1447,Unprovoked,iraq,"Swimming, naked",Bull,May,N,M,1938.0,9.0
1448,Invalid,australia,Diving off jetty,Unspecified,Jan,,M,1938.0,24.0
1449,Unprovoked,australia,Swimming ,Tiger,Oct,Y,M,1937.0,25.0
1450,Unprovoked,australia,Swimming ,Tiger,Oct,Y,M,1937.0,18.0
1451,Unprovoked,australia,"Diving from the lugger San, operated by the Protector of the Aborigines",Tiger,Aug,N,M,1937.0,38.0
1452,Unprovoked,australia,"Refused permission to cross on the ferry, he was swimming across the river",Unspecified,May,Y,M,1937.0,33.0
1453,Unprovoked,australia,Swimming,White,Feb,Y,M,1937.0,32.0
1454,Unprovoked,usa,Swimming crawl stroke,White,Jul,Y,M,1936.0,16.0
1455,Unprovoked,australia,Diving for trochus,Tiger,Apr,N,M,1936.0,16.0
1456,Unprovoked,australia,Swimming,White,Feb,Y,M,1936.0,14.0
1457,Unprovoked,australia,"Swimming. Passer-by, Len Bedford, heard him shriek , saw shark leap from the water & swimmer disappeared",White,Jan,Y,M,1936.0,13.0
1458,Unprovoked,australia,"Fell overboard, hanging onto lifebuoy",Unspecified,Aug,Y,M,1935.0,38.0
1459,Unprovoked,australia,Swimming,White,Mar,Y,M,1935.0,27.0
1460,Unprovoked,australia,Standing,White,Mar,Y,M,1935.0,22.0
1461,Unprovoked,australia,Splashing,Tiger,Dec,N,F,1934.0,13.0
1462,Unprovoked,australia,Swimming in waist-deep water ,Unspecified,Apr,Y,M,1934.0,15.0
1463,Unprovoked,australia,Swimming in hip-deep water,Unspecified,Mar,Y,M,1934.0,17.0
1464,Unprovoked,australia,Swimming on sandbar adjacent to channel,Unspecified,Jan,N,M,1934.0,22.0
1465,Unprovoked,australia,Swimming,Grey,Oct,N,M,1932.0,24.0
1466,Unprovoked,south africa,Collecting fish by lamplight in gully,Unspecified,,N,M,1932.0,23.0
1467,Invalid,australia,Swimming ,Unspecified,Feb,,M,1931.0,39.0
1468,Unprovoked,australia,Swimming,Unspecified,Jan,N,M,1931.0,18.0
1469,Unprovoked,australia,Diving off pier & treading water,White,Feb,Y,M,1930.0,18.0
1470,Unprovoked,south africa,Swimming,White,Jan,N,M,1930.0,23.0
1471,Provoked,australia,Standing in knee-deep water,Grey,Apr,N,M,1929.0,19.0
1472,Unprovoked,australia,Swimming,Unspecified,Feb,Y,M,1929.0,39.0
1473,Unprovoked,australia,Body surfing,Unspecified,Jan,Y,M,1929.0,14.0
1474,Unprovoked,panama,Swimming,Unspecified,Nov,Y,M,1928.0,17.0
1475,Unprovoked,australia,Bathing,Unspecified,Apr,N,M,1928.0,15.0
1476,Unprovoked,south africa,Body surfing,Unspecified,Jan,N,M,1928.0,18.0
1477,Unprovoked,south africa,Swimming,White,Dec,Y,M,1927.0,17.0
1478,Unprovoked,australia,Body surfing / treading water,Grey,Mar,N,M,1927.0,17.0
1479,Unprovoked,australia,Swimming,Unspecified,Jan,Y,M,1927.0,15.0
1480,Unprovoked,australia,Bathing,Grey,Oct,N,M,1926.0,17.0
1481,Unprovoked,italy,Swimming,White,Jul,Y,M,1926.0,20.0
1482,Unprovoked,usa,Swimming with dog near canning factory,White,Jul,N,M,1926.0,15.0
1483,Unprovoked,australia,Floating on his back,Tiger,Nov,Y,M,1925.0,55.0
1484,Unprovoked,australia,Bathing in waist-deep water,Unspecified,Mar,N,M,1925.0,16.0
1485,Unprovoked,australia,Had just dived into water & was swimming,Unspecified,Jan,Y,M,1924.0,16.0
1486,Unprovoked,australia,Bathing in 3' to 4' of water,Unspecified,Dec,Y,M,1922.0,19.0
1487,Unprovoked,jamaica,Swimming,Unspecified,,Y,M,1922.0,19.0
1488,Unprovoked,south africa,Swimming,White,May,N,M,1922.0,18.0
1489,Unprovoked,australia,Bathing in knee-deep water,White,Mar,Y,M,1922.0,21.0
1490,Unprovoked,australia,Swimming,White,Feb,Y,M,1922.0,18.0
1491,Unprovoked,australia,Wading,Unspecified,Jan,Y,M,1919.0,13.0
1492,Unprovoked,usa,Swimming,White,Jul,Y,M,1916.0,24.0
1493,Unprovoked,australia,Swimming,Unspecified,Jan,Y,M,1912.0,21.0
1494,Unprovoked,south africa,Washing horses,Unspecified,Jan,Y,M,1906.0,30.0
1495,Unprovoked,australia,Bathing,Unspecified,Mar,N,M,1905.0,40.0
1496,Unprovoked,south africa,Swimming,White,Jul,Y,M,1901.0,29.0
1497,Unprovoked,australia,Bathing,Unspecified,Nov,N,M,1997.0,19.0
1498,Provoked,australia,Fishing,Unspecified,Mar,N,M,1997.0,21.0
1499,Unprovoked,australia,Swimming,Bull,Nov,Y,M,1997.0,12.0
1500,Unprovoked,india,Standing,Unspecified,May,Y,M,1997.0,35.0
1501,Unprovoked,seychelles,a corsair's boat was overturned,Unspecified,,Y,F,1997.0,27.87309980171844
1502,Unprovoked,,Dropped overboard,Unspecified,May,Y,M,1997.0,27.87309980171844
1503,Provoked,england,Fishing,Unspecified,Sep,Y,M,1997.0,27.87309980171844
1504,Unprovoked,australia,,Unspecified,,Y,F,1997.0,27.87309980171844
1505,Boat,australia,Fishing,Unspecified,May,N,M,1997.0,27.87309980171844
1506,Unprovoked,,Swimming,Unspecified,Jul,Y,M,1997.0,27.87309980171844
1507,Unprovoked,barbados,Washing himself,Unspecified,Aug,Y,M,1997.0,27.87309980171844
1508,Unprovoked,england,,Tiger,Sep,Y,M,1997.0,27.87309980171844
1509,Unprovoked,jamaica,Swimming,Unspecified,Dec,Y,M,1997.0,27.87309980171844
1510,Sea Disaster,martinique,,Unspecified,Mar,Y,M,1997.0,27.87309980171844
1511,Unprovoked,usa,Swimming,Unspecified,Aug,Y,M,1997.0,27.87309980171844
1512,Unprovoked,usa,Surfing,Unspecified,,Y,M,1997.0,27.87309980171844
1513,Unprovoked,guinea,Murder,Unspecified,,Y,M,1997.0,27.87309980171844
1514,Boat,greenland,,White,,Y,M,1997.0,27.87309980171844
1515,Unprovoked,usa,Fishing,Unspecified,Jul,Y,M,1997.0,27.87309980171844
1516,Invalid,france,Bathing,Unspecified,,,M,1997.0,27.87309980171844
1517,Unprovoked,spain,Swimming,Unspecified,,Y,M,1997.0,27.87309980171844
1518,Unprovoked,mediterranean sea,"Fell overboard from a frigate & was swallowed by a shark. The captain fired a gun at the shark, and ""the creature cast the man out of his throat.""",Unspecified,,N,M,1997.0,27.87309980171844
1519,Unprovoked,jamaica,Fell overboard,Unspecified,Oct,Y,M,1997.0,27.87309980171844
1520,Unprovoked,usa,Swimming,Unspecified,Jul,Y,M,1997.0,27.87309980171844
1521,Unprovoked,cuba,Swimming,Unspecified,,N,M,1997.0,14.0
1522,Unprovoked,sweden,,Unspecified,,,M,1997.0,27.87309980171844
1523,Unprovoked,panama,Pearl diving,Unspecified,,Y,M,1997.0,27.87309980171844
1524,Unprovoked,,Swimming,Unspecified,Dec,Y,M,1997.0,27.87309980171844
1525,Unprovoked,italy,Swimming,Unspecified,Apr,Y,M,1997.0,27.87309980171844
1526,Invalid,iceland,,Unspecified,,,M,1997.0,27.87309980171844
1527,Unprovoked,roatan,,Unspecified,,,M,1997.0,27.87309980171844
1528,Unprovoked,italy,Swimming,White,,Y,M,1997.0,27.87309980171844
1529,Unprovoked,barbados,Swimming,Unspecified,Mar,N,M,1997.0,19.0
1530,Unprovoked,france,,Unspecified,,Y,M,1997.0,27.87309980171844
1531,Unprovoked,france,Bathing,White,,N,M,1997.0,27.87309980171844
1532,Unprovoked,barbados,Bathing,Unspecified,,Y,M,1997.0,27.87309980171844
1533,Invalid,guinea,Went overboard,Unspecified,,,M,1997.0,27.87309980171844
1534,Unprovoked,,,Unspecified,,,M,1997.0,27.87309980171844
1535,Unprovoked,india,Wading,Unspecified,,,M,1997.0,27.87309980171844
1536,Unprovoked,india,,Unspecified,,,M,1997.0,27.87309980171844
1537,Unprovoked,usa,Swimming ,Unspecified,,Y,M,1997.0,27.87309980171844
1538,Unprovoked,india,Ship lay at anchor & man was working on its rudder,Unspecified,,,M,1997.0,27.87309980171844
1539,Unprovoked,between portugal & india,Man fell overboard from ship. Those on board threw a rope to him with a wooden block & were pulling him to the ship,Unspecified,Jan,Y,M,1997.0,27.87309980171844
1540,Unprovoked,,Swimming,Unspecified,,,M,1997.0,27.87309980171844
1541,Unprovoked,france,,White,,,M,1997.0,27.87309980171844
1542,Unprovoked,venezuela,Pearl diving,Unspecified,,Y,M,1997.0,27.87309980171844
1543,Unprovoked,mexico,,Unspecified,,N,M,1997.0,27.87309980171844
1544,Unprovoked,,Sponge diving,Unspecified,,Y,M,1997.0,27.87309980171844
1545,Unprovoked,australia,,Unspecified,,N,M,1997.0,27.87309980171844
1546,Unprovoked,,Ascending from a dive,Unspecified,,Y,M,1997.0,27.87309980171844
1547,Unprovoked,greece,Washing his pig in preparation for a religious ceremony,Unspecified,,Y,M,1997.0,27.87309980171844
1548,Sea Disaster,greece,Shipwrecked Persian Fleet,Unspecified,,Y,M,1997.0,27.87309980171844
1549,Sea Disaster,italy,Shipwreck,Unspecified,,Y,M,1997.0,27.87309980171844
1550,Unprovoked,canada,Fishing,Unspecified,,N,M,1997.0,27.87309980171844
1551,Unprovoked,kenya,Diving,Unspecified,,N,M,1997.0,27.87309980171844
1552,Unprovoked,kenya,Diving,Unspecified,,Y,M,1997.0,27.87309980171844
1553,Unprovoked,panama,Swimming/,Unspecified,Oct,Y,M,1997.0,20.0
1554,Unprovoked,uruguay,Swimming,Unspecified,,N,M,1997.0,27.87309980171844
1555,Unprovoked,uruguay,Swimming,Unspecified,,Y,M,1997.0,27.87309980171844
1556,Unprovoked,usa,Swimming,Unspecified,,N,M,1997.0,27.87309980171844
1557,Unprovoked,papua new guinea,Swimming to canoe,Unspecified,,Y,M,1997.0,27.87309980171844
1558,Unprovoked,australia,,Unspecified,,N,F,1997.0,15.0
1559,Unprovoked,australia,Fell into the water,Unspecified,,Y,M,1997.0,27.87309980171844
1560,Unprovoked,usa,Diving,Unspecified,,N,M,1997.0,27.87309980171844
1561,Unprovoked,bermuda,,Unspecified,,Y,M,1997.0,27.87309980171844
1562,Unprovoked,greece,Swimming,Unspecified,,Y,F,1997.0,27.87309980171844
1563,Unprovoked,usa,Fishing for basking sharks,Unspecified,,Y,M,1997.0,27.87309980171844
1564,Provoked,india,,Unspecified,,N,M,1997.0,27.87309980171844
1565,Unprovoked,lebanon,Collecting fish ,Unspecified,,N,M,1997.0,27.87309980171844
1566,Unprovoked,spain,Skin diving,Unspecified,,N,M,1997.0,27.87309980171844
1567,Unprovoked,sudan,Snorkeling,Unspecified,,N,F,1997.0,27.87309980171844
1568,Provoked,,,Unspecified,,N,M,1997.0,27.87309980171844
1569,Unprovoked,usa,Shark tagging,Unspecified,,N,F,1997.0,21.0
1570,Unprovoked,usa,Surfing,Unspecified,,N,M,1997.0,27.87309980171844
1571,Unprovoked,djibouti,A dhow capsized,Unspecified,,Y,M,1997.0,27.87309980171844
1572,Unprovoked,libya,Sponge diving,Unspecified,,Y,M,1997.0,27.87309980171844
1573,Unprovoked,australia,Net-fishing,Unspecified,,N,M,1997.0,27.87309980171844
1574,Unprovoked,new zealand,,Unspecified,Jun,Y,M,1997.0,27.87309980171844
1575,Unprovoked,,Netting shrimp,Unspecified,,N,F,1997.0,27.87309980171844
1576,Unprovoked,vietnam,Bathing,Unspecified,,N,M,1997.0,27.87309980171844
1577,Unprovoked,sri lanka,Fishing?,Unspecified,,N,M,1997.0,27.87309980171844
1578,Unprovoked,venezuela,Spearfishing ,Unspecified,,Y,M,1997.0,27.87309980171844
1579,Unprovoked,usa,Wade-fishing,Unspecified,,N,M,1997.0,27.87309980171844
1580,Unprovoked,greece,Free diving for sponges,Unspecified,,Y,M,1997.0,27.87309980171844
1581,Boat,mozambique,Fishing,Unspecified,,N,M,1997.0,27.87309980171844
1582,Unprovoked,south africa,Swimming,Unspecified,,Y,M,1997.0,27.87309980171844
1583,Unprovoked,australia,Helmet diving,Tiger,,N,M,1997.0,27.87309980171844
1584,Unprovoked,bahrein,Pearl diving,Tiger,,Y,M,1997.0,27.87309980171844
1585,Unprovoked,bahamas,Spearfishing ,Unspecified,,N,M,1997.0,27.87309980171844
1586,Unprovoked,usa,Kitesurfing,Unspecified,,N,M,1997.0,27.87309980171844
1587,Unprovoked,reunion,yachtsman in a zodiac,Unspecified,,N,M,1997.0,27.87309980171844
1588,Unprovoked,solomon islands,Diving,Unspecified,Feb,N,M,1997.0,27.87309980171844
1589,Unprovoked,korea,Diving,Unspecified,May,Y,F,1997.0,27.87309980171844
1590,Unprovoked,french polynesia,Fishing,Unspecified,Mar,N,M,1997.0,27.87309980171844
1591,Unprovoked,sudan,Diving,Unspecified,,N,M,1997.0,27.87309980171844
1592,Unprovoked,vanuatu,,Unspecified,Aug,Y,F,1997.0,27.87309980171844
1593,Provoked,vanuatu,Attempting to drive shark from area,Unspecified,Aug,N,M,1997.0,27.87309980171844
1594,Unprovoked,iran,,Bull,,N,M,1997.0,27.87309980171844
1595,Provoked,usa,Skin diving. Grabbed shark's tail; shark turned & grabbed diver's ankle & began towing him to deep water,Unspecified,,N,M,1997.0,19.0
1596,Invalid,papua new guinea,Scuba diving,Unspecified,,Y,M,1997.0,27.87309980171844
1597,Unprovoked,red sea?,Free diving,Unspecified,,N,F,1997.0,27.87309980171844
1598,Unprovoked,south africa,Crossing river on a raft,Unspecified,Jan,Y,M,1997.0,27.87309980171844
1599,Unprovoked,usa,"Free diving, collecting sand dollars",Unspecified,,N,M,1997.0,27.87309980171844
1600,Unprovoked,greece,Swimming,Unspecified,May,Y,F,1997.0,27.87309980171844
1601,Invalid,usa,Diving,Unspecified,,,M,1997.0,27.87309980171844
1602,Unprovoked,usa,Canoeing,Unspecified,,Y,M,1997.0,27.87309980171844
1603,Unprovoked,mediterranean sea,,Unspecified,,Y,M,1997.0,27.87309980171844
1604,Unprovoked,australia,Diving for trochus,Unspecified,,N,M,1997.0,27.87309980171844
1605,Unprovoked,australia,Pearl diving,Unspecified,,N,M,1997.0,27.87309980171844
1606,Unprovoked,singapore,Swimming,Unspecified,,N,M,1997.0,27.87309980171844
1607,Unprovoked,fiji,Spearfishing ,Unspecified,,N,M,1997.0,27.0
1608,Unprovoked,mozambique,Skindiving,Unspecified,,N,M,1997.0,36.0
1609,Unprovoked,seychelles,Swimming from capsized pirogue,Tiger,,Y,M,1997.0,27.87309980171844
1610,Unprovoked,iraq,Fishing from a small boat & put his hand in the water while holding a dead fish,Unspecified,,N,M,1997.0,25.0
1611,Unprovoked,iraq,Swimming naked near a date palm where many dates fell into the water,Bull,,N,M,1997.0,6.0
1612,Unprovoked,iraq,Swimming in section of river used for washing clothes & cooking utensils,Bull,,N,M,1997.0,16.0
1613,Unprovoked,bahamas,,White,,N,M,1997.0,27.87309980171844
1614,Unprovoked,usa,,White,Jun,N,F,1997.0,27.87309980171844
1615,Unprovoked,bermuda,Spearfishing ,Unspecified,Apr,N,M,1997.0,27.87309980171844
1616,Unprovoked,fiji,Swimming with fish attached to  belt,Unspecified,,N,F,1997.0,27.87309980171844
1617,Unprovoked,madagascar,Bathing,Unspecified,,Y,M,1997.0,27.87309980171844
1618,Unprovoked,usa,Standing,Unspecified,,N,M,1997.0,27.87309980171844
1619,Provoked,bahamas,Testing movie camera in full diving dress,Unspecified,,N,M,1997.0,27.87309980171844
1620,Unprovoked,indonesia,Swimming near anchored ship,Unspecified,,Y,M,1997.0,27.87309980171844
1621,Unprovoked,india,,Unspecified,,Y,M,1997.0,27.87309980171844
1622,Unprovoked,nicaragua,Lashing logs together when he fell into the water,Bull,,Y,M,1997.0,27.87309980171844
1623,Provoked,cuba,"Shark fishing, knocked overboard",Unspecified,,Y,M,1997.0,50.0
1624,Unprovoked,marshall islands,Swimming,Unspecified,,N,M,1997.0,27.87309980171844
1625,Unprovoked,kiribati,Diving,Unspecified,,N,M,1997.0,27.87309980171844
1626,Unprovoked,north pacific ocean,"Fishing, wading with string of fish",Unspecified,Mar,N,M,1997.0,27.87309980171844
1627,Unprovoked,kiribati,,Unspecified,,Y,M,1997.0,27.87309980171844
1628,Sea Disaster,,A group of survivors on a raft for 17-days,Unspecified,,Y,M,1997.0,27.87309980171844
1629,Unprovoked,solomon islands,Floating on his back,Unspecified,,N,M,1997.0,27.87309980171844
1630,Unprovoked,australia,Free diving,Unspecified,,N,M,1997.0,27.87309980171844
1631,Unprovoked,iran,Fishing in ankle-deep water,Unspecified,,Y,M,1997.0,27.87309980171844
1632,Unprovoked,iran,,Unspecified,,Y,M,1997.0,27.87309980171844
1633,Unprovoked,iran,"Standing, washing rear wheels of his ambulance in ankle-deep water",Unspecified,,Y,M,1997.0,27.87309980171844
1634,Unprovoked,iraq,Swimming,Bull,,Y,M,1997.0,13.0
1635,Unprovoked,saudi arabia,Diving,Unspecified,,Y,M,1997.0,27.87309980171844
1636,Unprovoked,saudi arabia,Diving,Unspecified,,N,M,1997.0,27.87309980171844
1637,Unprovoked,saudi arabia,Diving,Unspecified,,N,M,1997.0,27.87309980171844
1638,Sea Disaster,pacific ocean,,Unspecified,,Y,M,1997.0,27.87309980171844
1639,Provoked,burma,Carrying a supposedly dead shark by its mouth,Unspecified,,N,M,1997.0,27.87309980171844
1640,Sea Disaster,papua new guinea,Spent 8 days in dinghy,Unspecified,,N,M,1997.0,27.87309980171844
1641,Sea Disaster,papua new guinea,"Aircraft ditched in the sea, swimming ashore",Unspecified,,N,M,1997.0,27.87309980171844
1642,Unprovoked,burma,Bathing,Unspecified,,Y,M,1997.0,27.87309980171844
1643,Boat,italy,Wooden fishing boat,White,,N,M,1997.0,27.87309980171844
1644,Unprovoked,greece,Sponge diving,Unspecified,,N,M,1997.0,27.87309980171844
1645,Unprovoked,belize,Standing,Tiger,,Y,M,1997.0,16.0
1646,Unprovoked,australia,,Unspecified,,,M,1997.0,27.87309980171844
1647,Unprovoked,reunion,Swimming,Unspecified,,Y,M,1997.0,27.87309980171844
1648,Unprovoked,south africa,Wading,Unspecified,,N,F,1997.0,27.87309980171844
1649,Unprovoked,south africa,Swimming in pool formed by construction of a wharf,Unspecified,,Y,M,1997.0,27.87309980171844
1650,Unprovoked,australia,,Unspecified,,Y,M,1997.0,27.87309980171844
1651,Unprovoked,usa,Fishing,Unspecified,,N,M,1997.0,27.87309980171844
1652,Unprovoked,vietnam,Swimming around anchored ship,Unspecified,,N,M,1997.0,27.87309980171844
1653,Unprovoked,south africa,Crew swimming alongside their anchored ship,Unspecified,,Y,M,1997.0,27.87309980171844
1654,Unprovoked,south africa,4 men were bathing,Unspecified,,Y,M,1997.0,27.87309980171844
1655,Unprovoked,fiji,Wreck of  large double sailing canoe,Unspecified,,Y,M,1997.0,27.87309980171844
1656,Unprovoked,usa,Swimming,Unspecified,Jul,N,M,1997.0,27.87309980171844
1657,Unprovoked,south africa,Fishing,Unspecified,Jul,Y,M,1997.0,27.87309980171844
1658,Unprovoked,south africa,Wading,Unspecified,Jul,Y,M,1997.0,27.87309980171844
1659,Unprovoked,asia?,Swimming,Unspecified,,N,M,1997.0,27.87309980171844
1660,Unprovoked,usa,,Unspecified,,N,F,1997.0,27.87309980171844
1661,Unprovoked,australia,Fishing,Unspecified,,Y,M,1997.0,27.87309980171844
1662,Unprovoked,australia,Fishing,Unspecified,,Y,M,1997.0,27.87309980171844
1663,Unprovoked,australia,Swimming,Grey,,Y,M,1997.0,27.87309980171844
1664,Unprovoked,australia,Diving,Unspecified,,Y,M,1997.0,27.87309980171844
1665,Unprovoked,australia,Pearl diving,Unspecified,,Y,M,1997.0,27.87309980171844
1666,Unprovoked,usa,Swimming,Unspecified,,Y,M,1997.0,27.87309980171844
1667,Unprovoked,panama,,Unspecified,,Y,M,1997.0,27.87309980171844
1668,Unprovoked,ceylon (sri lanka),Swimming,Unspecified,,Y,M,1997.0,15.0
