,year,type,country,activity,age,species,month,fatal,gender,id_country
686,1960,Unprovoked,usa,Scuba diving,39.0,Unspecified,Jun,N,M,0
687,1960,Unprovoked,usa,Swimming ,16.0,White,May,N,F,0
688,1960,Unprovoked,usa,Skindiving for abalone (but at surface),48.0,White,Apr,N,M,0
689,1960,Unprovoked,usa,Treading water,42.0,Unspecified,Mar,N,M,0
690,1960,Invalid,usa,Spearfishing,36.0,Unspecified,Feb,Unknown,M,0
691,1959,Unprovoked,usa,Swimming at surface through school of feeding 2.5' to 5 sharks,21.0,Unspecified,Nov,N,M,0
692,1959,Unprovoked,usa,Diving for abalone,30.0,White,Oct,N,M,0
693,1959,Sea Disaster,usa,"Adrift, hanging onto cushion, after his 17' skiff ran out of gas & capsized 3 miles from shore",30.0,Unspecified,Sep,N,M,0
694,1959,Unprovoked,usa,Spearfishing (but on surface),25.0,Unspecified,Jul,N,M,0
695,1959,Unprovoked,usa,Free diving for abalone,33.0,White,Jun,Y,M,0
696,1959,Unprovoked,usa,Treading water,18.0,White,May,Y,M,0
697,1959,Unprovoked,usa,Spearfishing,19.0,Tiger,May,N,M,0
698,1958,Unprovoked,usa,Surfing on air mattress,15.0,Tiger,Dec,Y,M,0
699,1958,Unprovoked,usa,"Swimming, ducking for shells in water 0.9 m deep",12.0,Tiger,Jul,N,M,0
700,1958,Unprovoked,usa,"Swimming, ducking for shells in water 0.9 m deep",8.0,Tiger,Jul,N,M,0
701,1958,Provoked,usa,Free diving,20.0,Unspecified,Jul,N,M,0
702,1958,Provoked,usa,Wading,59.0,Unspecified,Jun,N,M,0
703,1958,Unprovoked,usa,Walking,17.0,Tiger,Jun,N,M,0
704,1957,Unprovoked,usa,Swimming,57.0,White,Jul,Y,M,0
705,1957,Unprovoked,usa,Swimming,25.0,White,Apr,Y,M,0
706,1957,Provoked,usa,Standing,17.0,Unspecified,Apr,N,M,0
707,1956,Unprovoked,usa,Swimming near pier,10.0,White,Aug,N,M,0
708,1955,Unprovoked,usa,Spearfishing,19.0,White,Feb,N,M,0
709,1953,Unprovoked,usa,Spearfishing,15.0,Unspecified,Jul,Y,M,0
710,1952,Unprovoked,usa,Body surfing & treading water,17.0,White,Dec,Y,M,0
711,1950,Unprovoked,usa,Body surfing / treading water,31.0,White,Oct,N,M,0
712,1948,Provoked,usa,Underwater photography,48.0,Unspecified,Unknown,N,M,0
713,1947,Unprovoked,usa,Swimming,20.0,Unspecified,Aug,Y,M,0
714,1941,Provoked,usa,Fishing from 32' boat,43.0,Unspecified,Jun,N,M,0
715,1941,Provoked,usa,Fishing,53.0,Unspecified,Mar,N,M,0
716,1936,Unprovoked,usa,Swimming crawl stroke,16.0,White,Jul,Y,M,0
717,1926,Unprovoked,usa,Swimming with dog near canning factory,15.0,White,Jul,N,M,0
718,1916,Unprovoked,usa,Swimming,24.0,White,Jul,Y,M,0
719,1997,Unprovoked,usa,Swimming,27.87,Unspecified,Aug,Y,M,0
720,1997,Unprovoked,usa,Surfing,27.87,Unspecified,Unknown,Y,M,0
721,1997,Unprovoked,usa,Fishing,27.87,Unspecified,Jul,Y,M,0
722,1997,Unprovoked,usa,Swimming,27.87,Unspecified,Jul,Y,M,0
723,1997,Unprovoked,usa,Swimming ,27.87,Unspecified,Unknown,Y,M,0
724,1997,Unprovoked,usa,Swimming,27.87,Unspecified,Unknown,N,M,0
725,1997,Unprovoked,usa,Diving,27.87,Unspecified,Unknown,N,M,0
726,1997,Unprovoked,usa,Fishing for basking sharks,27.87,Unspecified,Unknown,Y,M,0
727,1997,Unprovoked,usa,Shark tagging,21.0,Unspecified,Unknown,N,F,0
728,1997,Unprovoked,usa,Surfing,27.87,Unspecified,Unknown,N,M,0
729,1997,Unprovoked,usa,Wade-fishing,27.87,Unspecified,Unknown,N,M,0
730,1997,Unprovoked,usa,Kitesurfing,27.87,Unspecified,Unknown,N,M,0
731,1997,Provoked,usa,Skin diving. Grabbed shark's tail; shark turned & grabbed diver's ankle & began towing him to deep water,19.0,Unspecified,Unknown,N,M,0
732,1997,Unprovoked,usa,"Free diving, collecting sand dollars",27.87,Unspecified,Unknown,N,M,0
733,1997,Invalid,usa,Diving,27.87,Unspecified,Unknown,Unknown,M,0
734,1997,Unprovoked,usa,Canoeing,27.87,Unspecified,Unknown,Y,M,0
735,1997,Unprovoked,usa,Unknown,27.87,White,Jun,N,F,0
736,1997,Unprovoked,usa,Standing,27.87,Unspecified,Unknown,N,M,0
737,1997,Unprovoked,usa,Fishing,27.87,Unspecified,Unknown,N,M,0
738,1997,Unprovoked,usa,Swimming,27.87,Unspecified,Jul,N,M,0
739,1997,Unprovoked,usa,Unknown,27.87,Unspecified,Unknown,N,F,0
740,1997,Unprovoked,usa,Swimming,27.87,Unspecified,Unknown,Y,M,0
741,2018,Unprovoked,brazil,Swimming,18.0,Tiger,Jun,Y,M,1
742,2018,Unprovoked,brazil,Surfing,20.0,Unspecified,Jan,N,M,1
743,2015,Invalid,brazil,Surfing,23.0,Unspecified,Mar,Unknown,M,1
744,2008,Unprovoked,brazil,Swimming,14.0,Bull,Jun,N,M,1
745,2006,Unprovoked,brazil,Swimming,35.0,Tiger,Apr,N,M,1
746,2004,Unprovoked,brazil,Bathing,24.0,Tiger,Aug,N,M,1
747,2004,Unprovoked,brazil,Swimming,17.0,Bull,May,N,M,1
748,2004,Unprovoked,brazil,Body boarding,22.0,Bull,Mar,N,M,1
749,2003,Unprovoked,brazil,Surfing,17.0,Bull,Apr,N,M,1
750,2002,Unprovoked,brazil,Swimming,36.0,Tiger,Oct,Y,M,1
751,2002,Unprovoked,brazil,Swimming,19.0,Tiger,Sep,N,M,1
752,2002,Unprovoked,brazil,Surfing,22.0,Tiger,Jul,N,M,1
753,1999,Invalid,brazil,Spearfishing,39.0,Unspecified,Dec,N,M,1
754,1999,Unprovoked,brazil,"Spearfishing, but swimming at surface",39.0,Unspecified,Nov,N,M,1
755,1999,Unprovoked,brazil,Surfing,21.0,Tiger,May,N,M,1
756,1998,Unprovoked,brazil,Surfing,22.0,White,Nov,Y,M,1
757,2018,Provoked,australia,Feeding sharks,32.0,Grey,May,N,M,2
758,2018,Unprovoked,australia,Surfing,60.0,Unspecified,Apr,N,M,2
759,2018,Unprovoked,australia,Wading,10.0,Unspecified,Mar,N,M,2
760,2018,Unprovoked,australia,Swimming,25.0,Unspecified,Mar,N,M,2
761,2018,Unprovoked,australia,Surfing,18.0,Unspecified,Mar,N,M,2
762,2018,Unprovoked,australia,Swimming,55.0,White,Feb,N,F,2
763,2018,Unprovoked,australia,Walking,35.0,Bull,Feb,N,M,2
764,2017,Unprovoked,australia,Surfing,25.0,Unspecified,Nov,N,M,2
765,2017,Unprovoked,australia,Surfing,31.0,Unspecified,Oct,N,M,2
766,2017,Unprovoked,australia,Kayaking / Fishing,15.0,White,Oct,N,F,2
767,2017,Unprovoked,australia,Surfing,35.0,White,Sep,N,M,2
768,2017,Unprovoked,australia,Surfing,37.0,White,Aug,N,M,2
769,2017,Unprovoked,australia,Body boarding,48.0,White,Jun,N,M,2
770,2017,Unprovoked,australia,Surfing,17.0,White,Apr,Y,F,2
771,2017,Unprovoked,australia,Scuba Diving,55.0,Bull,Jan,N,M,2
772,2017,Invalid,australia,Wading,20.0,Unspecified,Jan,Unknown,M,2
773,2016,Provoked,australia,Surf fishing,20.0,Unspecified,Dec,N,M,2
774,2016,Unprovoked,australia,Surfing,65.0,White,Dec,N,M,2
775,2016,Provoked,australia,Fishing,25.0,Unspecified,Nov,N,M,2
776,2016,Unprovoked,australia,Surfing,17.0,White,Sep,N,M,2
777,2016,Provoked,australia,Fishing,31.0,Unspecified,Jul,N,M,2
778,2016,Provoked,australia,Fishing,34.0,Unspecified,Jul,N,M,2
779,2016,Unprovoked,australia,Diving,60.0,Unspecified,Jun,Y,F,2
780,2016,Unprovoked,australia,Surfing,29.0,White,May,Y,M,2
781,2016,Unprovoked,australia,Swimming,12.0,Unspecified,Apr,N,M,2
782,2016,Unprovoked,australia,Wading,11.0,Unspecified,Jan,N,M,2
783,2016,Unprovoked,australia,Spearfishing,31.0,Unspecified,Jan,N,M,2
784,2015,Unprovoked,australia,Surfing,43.0,Unspecified,Dec,N,M,2
785,2015,Unprovoked,australia,Surfing,20.0,Bull,Nov,N,M,2
786,2015,Unprovoked,australia,Surfing,42.0,Unspecified,Sep,N,M,2
787,2015,Unprovoked,australia,Surf-skiing,62.0,White,Sep,N,M,2
788,2015,Unprovoked,australia,Surfing,52.0,White,Jul,N,M,2
789,2015,Unprovoked,australia,Scallop diving on hookah,46.0,White,Jul,Y,M,2
790,2015,Unprovoked,australia,Body boarding ,32.0,White,Jul,N,M,2
791,2015,Invalid,australia,Surfing,37.0,White,Jun,N,F,2
792,2015,Unprovoked,australia,Surfing,26.0,White,Apr,N,M,2
793,2015,Unprovoked,australia,Surf skiing ,25.0,White,Jun,N,M,2
794,2015,Unprovoked,australia,Surfing,41.0,Unspecified,Feb,Y,M,2
795,2015,Unprovoked,australia,Surfing,35.0,Unspecified,Feb,N,M,2
796,2015,Boating,australia,Rowing,57.0,Bull,Jan,N,M,2
797,2014,Unprovoked,australia,Spearfishing,17.0,White,Dec,Y,M,2
798,2014,Provoked,australia,Fishing,40.0,Unspecified,Dec,N,M,2
799,2014,Unprovoked,australia,Spearfishing,17.0,Tiger,Dec,Y,M,2
800,2014,Unprovoked,australia,Surfing,13.0,Unspecified,Oct,N,F,2
801,2014,Unprovoked,australia,Surfing,23.0,White,Oct,N,M,2
802,2014,Unprovoked,australia,Swimming,50.0,Unspecified,Sep,Y,M,2
803,2014,Unprovoked,australia,Body boarding,39.0,Unspecified,Jun,N,M,2
804,2014,Unprovoked,australia,Surfing,35.0,White,May,N,M,2
805,2014,Unprovoked,australia,Swimming,63.0,White,Apr,Y,F,2
806,2014,Invalid,australia,Diving for lobsters,38.0,Unspecified,Mar,Unknown,M,2
807,2013,Unprovoked,australia,Surfing,26.0,Unspecified,Dec,N,M,2
808,2013,Unprovoked,australia,Body boarding,19.0,Tiger,Nov,Y,M,2
809,2013,Unprovoked,australia,Surfing,35.0,White,Nov,Y,M,2
810,2013,Unprovoked,australia,Snorkeling,60.0,Unspecified,Oct,N,F,2
811,2013,Unprovoked,australia,Surfing,41.0,Unspecified,Oct,N,M,2
812,2013,Unprovoked,australia,Diving for Abalone,55.0,White,Oct,N,M,2
813,2013,Unprovoked,australia,Fishing,51.0,Grey,Apr,N,M,2
814,2013,Unprovoked,australia,Spearfishing,28.0,Unspecified,Mar,N,M,2
815,2012,Unprovoked,australia,Surfing,23.0,Unspecified,Dec,N,M,2
816,2012,Unprovoked,australia,Paddle boarding,29.0,Bull,Dec,N,M,2
817,2012,Unprovoked,australia,Surfing,32.0,Tiger,Dec,N,M,2
818,2012,Unprovoked,australia,Spearfishing,31.0,Tiger,Dec,N,M,2
819,2012,Unprovoked,australia,Bodyboarding,11.0,Unspecified,Oct,N,M,2
820,2012,Unprovoked,australia,Surfing,48.0,White,Jul,N,M,2
821,2012,Unprovoked,australia,Surfing,24.0,White,Jul,Y,M,2
822,2012,Unprovoked,australia,Surf skiing ,62.0,Unspecified,Jun,N,M,2
823,2012,Unprovoked,australia,Surfing,42.0,Unspecified,Jun,N,M,2
824,2012,Unprovoked,australia,Surf skiing ,30.0,White,Jun,N,M,2
825,2012,Unprovoked,australia,Scuba diving,33.0,White,Mar,Y,M,2
826,2012,Unprovoked,australia,Surfing,20.0,Bull,Mar,N,M,2
827,2012,Provoked,australia,"Diving, feeding sharks",34.0,Unspecified,Mar,N,F,2
828,2012,Unprovoked,australia,Snorkeling,26.0,Tiger,Jan,N,M,2
829,2012,Unprovoked,australia,Surfing,44.0,White,Jan,N,M,2
830,2012,Unprovoked,australia,Surfing,28.0,Unspecified,Jan,N,M,2
831,2012,Unprovoked,australia,Spearfishing,34.0,Tiger,Jan,N,M,2
832,2011,Unprovoked,australia,Surfing,51.0,White,Dec,N,M,2
833,2011,Unprovoked,australia,Swimming,10.0,Unspecified,Nov,N,M,2
834,2011,Unprovoked,australia,Diving,32.0,White,Oct,Y,M,2
835,2011,Unprovoked,australia,Diving,50.0,Unspecified,Oct,N,M,2
836,2011,Unprovoked,australia,Body boarding,21.0,White,Sep,Y,M,2
837,2011,Invalid,australia,Swimming,48.0,Unspecified,Aug,Unknown,M,2
838,2011,Unprovoked,australia,Washing sand off a speared fish,17.0,Unspecified,Apr,N,M,2
839,2011,Unprovoked,australia,Surfing,48.0,Bull,Mar,N,M,2
840,2011,Unprovoked,australia,Wakeboarding,24.0,Unspecified,Mar,N,F,2
841,2011,Provoked,australia,Fishing,36.0,Bull,Feb,N,M,2
842,2011,Unprovoked,australia,Diving for abalone,49.0,White,Feb,Y,M,2
843,2011,Invalid,australia,Swimming,7.0,Unspecified,Jan,Unknown,F,2
844,2010,Unprovoked,australia,Snorkeling,20.0,White,Oct,N,F,2
845,2010,Unprovoked,australia,Surfing,22.0,Bull,Oct,N,M,2
846,2010,Unprovoked,australia,Surfing,15.0,Unspecified,Sep,N,M,2
847,2010,Unprovoked,australia,Surfing,31.0,White,Aug,Y,M,2
848,2010,Unprovoked,australia,Snorkeling,60.0,Unspecified,Feb,N,F,2
849,2010,Unprovoked,australia,Surfing,46.0,Unspecified,Feb,N,M,2
850,2010,Unprovoked,australia,Body boarding,18.0,White,Feb,N,M,2
851,2009,Unprovoked,australia,Spearfishing,18.0,Bull,Dec,N,M,2
852,2009,Unprovoked,australia,Kayaking,25.0,Unspecified,Nov,N,M,2
853,2009,Boating,australia,Kayaking,27.0,White,Oct,N,M,2
854,2009,Unprovoked,australia,Surfing,52.0,Unspecified,Jun,N,M,2
855,2009,Unprovoked,australia,Surf skiing ,40.0,Unspecified,Apr,N,M,2
856,2009,Unprovoked,australia,Surfing,17.0,Unspecified,Mar,N,M,2
857,2009,Unprovoked,australia,Surfing,15.0,Unspecified,Mar,N,M,2
858,2009,Unprovoked,australia,Surfing,33.0,White,Feb,N,M,2
859,2009,Unprovoked,australia,"Diving, but on the surface when bitten by the shark",31.0,Bull,Feb,N,M,2
860,2009,Unprovoked,australia,Surfing,41.0,White,Feb,N,M,2
861,2009,Unprovoked,australia,Snorkeling,24.0,Unspecified,Jan,N,M,2
862,2009,Unprovoked,australia,Surfing,13.0,White,Jan,N,F,2
863,2009,Unprovoked,australia,Surfing,31.0,White,Jan,N,M,2
864,2008,Boating,australia,Kayaking,29.0,White,Dec,N,M,2
865,2008,Unprovoked,australia,Snorkeling,51.0,White,Dec,Y,M,2
866,2008,Provoked,australia,Scuba diving,34.0,Grey,Oct,N,M,2
867,2008,Provoked,australia,Swimming,43.0,Unspecified,Sep,N,M,2
868,2008,Unprovoked,australia,Surfing,51.0,Unspecified,Sep,N,M,2
869,2008,Unprovoked,australia,Surfing,31.0,White,Jul,N,M,2
870,2008,Unprovoked,australia,Swimming,37.0,White,May,N,M,2
871,2008,Invalid,australia,Surfing,19.0,Unspecified,Apr,Unknown,M,2
872,2008,Unprovoked,australia,Body boarding,16.0,Bull,Apr,Y,M,2
873,2008,Provoked,australia,Accidentally stood on hooked shark's tail before attempting to gut it ,20.0,Unspecified,Jan,N,M,2
874,2007,Unprovoked,australia,Surfing,31.0,Unspecified,Dec,N,M,2
875,2007,Invalid,australia,Swimming,34.0,Unspecified,Dec,Unknown,M,2
876,2007,Unprovoked,australia,Surf-skiing,52.0,White,Oct,N,F,2
877,2007,Unprovoked,australia,Spearfishing,31.0,Unspecified,Oct,N,M,2
878,2007,Unprovoked,australia,Wading,15.0,Unspecified,Jul,N,M,2
879,2007,Unprovoked,australia,Wading,38.0,Unspecified,May,N,F,2
880,2007,Unprovoked,australia,Surfing,19.0,Unspecified,May,N,M,2
881,2007,Invalid,australia,Swimming,45.0,Unspecified,May,Unknown,M,2
882,2007,Unprovoked,australia,Swimming / jumping off a jetty,13.0,Unspecified,Apr,N,F,2
883,2007,Unprovoked,australia,Surfing,42.0,Unspecified,Mar,N,F,2
884,2007,Unprovoked,australia,Swimming,59.0,Unspecified,Mar,N,F,2
885,2007,Unprovoked,australia,Diving,41.0,White,Jan,N,M,2
886,2006,Unprovoked,australia,Surfing,25.0,Unspecified,Dec,N,M,2
887,2006,Unprovoked,australia,Body boarding,15.0,White,Dec,N,M,2
888,2006,Invalid,australia,Diving,44.0,Unspecified,Sep,Unknown,M,2
889,2006,Unprovoked,australia,Surfing,40.0,White,Jun,N,M,2
890,2006,Provoked,australia,Snorkeling,46.0,Unspecified,May,N,M,2
891,2006,Unprovoked,australia,Surfing,15.0,Unspecified,Apr,N,M,2
892,2006,Unprovoked,australia,Surfing,15.0,Unspecified,Mar,N,M,2
893,2006,Unprovoked,australia,Scuba diving,52.0,White,Jan,N,M,2
894,2006,Unprovoked,australia,Swimming,21.0,Bull,Jan,Y,F,2
895,2005,Unprovoked,australia,Spearfishing,44.0,White,Dec,N,M,2
896,2005,Unprovoked,australia,Surfing,18.0,Unspecified,Nov,N,M,2
897,2005,Unprovoked,australia,Surfing,26.0,White,Sep,N,M,2
898,2005,Unprovoked,australia,Surfing,44.0,Unspecified,Sep,N,M,2
899,2005,Unprovoked,australia,Surfing,40.0,White,Sep,N,M,2
900,2005,Unprovoked,australia,Scuba diving,23.0,White,Aug,Y,M,2
901,2005,Provoked,australia,Fishing,25.0,Unspecified,Apr,N,M,2
902,2005,Unprovoked,australia,Surfing,40.0,Unspecified,Apr,N,M,2
903,2005,Unprovoked,australia,Snorkeling,26.0,White,Mar,Y,M,2
904,2004,Unprovoked,australia,Scurfing (surfboard being  towed behind a boat),18.0,White,Dec,Y,M,2
905,2004,Unprovoked,australia,Spearfishing,38.0,Bull,Dec,Y,M,2
906,2004,Unprovoked,australia,Surfing,59.0,Unspecified,Oct,N,M,2
907,2004,Unprovoked,australia,Surfing,30.0,Unspecified,Jul,Y,M,2
908,2004,Unprovoked,australia,Body boarding,17.0,Unspecified,Jun,N,M,2
909,2004,Invalid,australia,Free diving & spearfishing,31.0,Unspecified,Feb,Unknown,M,2
910,2004,Unprovoked,australia,Scuba diving,46.0,White,Jan,N,M,2
911,2003,Unprovoked,australia,Surfing,22.0,Grey,Oct,N,M,2
912,2003,Unprovoked,australia,Wading,37.0,Unspecified,Feb,N,M,2
913,2003,Unprovoked,australia,Swimming,24.0,Grey,Feb,N,M,2
914,2003,Unprovoked,australia,Swimming,25.0,Bull,Feb,Y,M,2
915,2002,Unprovoked,australia,Swimming,23.0,Bull,Dec,Y,M,2
916,2002,Unprovoked,australia,Scallop diving (using surface-supplied air & a POD) ,23.0,White,Apr,Y,M,2
917,2002,Unprovoked,australia,Surfing,30.0,Unspecified,Feb,N,M,2
918,2002,Boating,australia,Kayaking,35.0,Unspecified,Feb,N,M,2
919,2002,Unprovoked,australia,Surfing,20.0,Tiger,Jan,N,M,2
920,2001,Unprovoked,australia,Snorkeling,20.0,Unspecified,Oct,N,F,2
921,2001,Unprovoked,australia,Surfing,40.0,Unspecified,Apr,N,M,2
922,2001,Unprovoked,australia,Surfing,40.0,Unspecified,Feb,N,M,2
923,2000,Unprovoked,australia,Spearfishing,38.0,Unspecified,Dec,N,M,2
924,2000,Unprovoked,australia,Swimming,52.0,White,Nov,N,M,2
925,2000,Unprovoked,australia,Swimming,49.0,White,Nov,Y,M,2
926,2000,Unprovoked,australia,Surfing,17.0,White,Sep,Y,M,2
927,2000,Unprovoked,australia,Surfing,25.0,White,Sep,Y,M,2
928,2000,Unprovoked,australia,Swimming,26.0,Unspecified,Mar,N,M,2
929,1999,Unprovoked,australia,Windsurfing,22.0,White,May,Y,M,2
930,1999,Unprovoked,australia,Surfing,35.0,Tiger,Feb,N,M,2
931,1998,Unprovoked,australia,Free diving for abalone,26.0,White,Jun,Y,M,2
932,1998,Invalid,australia,Spearfishing,31.0,Unspecified,Jan,Unknown,M,2
933,1997,Unprovoked,australia,Scuba diving (submerged riding a scooter),42.0,White,Nov,N,M,2
934,1997,Unprovoked,australia,Scuba diving,30.0,Tiger,Feb,N,M,2
935,1997,Unprovoked,australia,Snorkeling,27.0,Unspecified,Jan,N,M,2
936,1997,Unprovoked,australia,Windsurfing,41.0,Tiger,Jan,Y,M,2
937,1996,Unprovoked,australia,Swimming breast stoke,47.0,Tiger,Mar,N,F,2
938,1996,Unprovoked,australia,Dived naked into the water on a bet,24.0,Unspecified,Feb,N,M,2
939,1996,Unprovoked,australia,Swimming,7.0,Unspecified,Feb,N,M,2
940,1995,Unprovoked,australia,Playing / standing,15.0,Unspecified,Oct,N,F,2
941,1995,Unprovoked,australia,Abalone diving using Hookah (near calving whales),29.0,White,Sep,Y,M,2
942,1995,Unprovoked,australia,Surfing,35.0,Unspecified,Mar,N,M,2
943,1993,Unprovoked,australia,Hookah diving,27.0,Tiger,Nov,Y,M,2
944,1993,Unprovoked,australia,Scuba diving,31.0,White,Jun,Y,M,2
945,1993,Unprovoked,australia,Scuba diving at seal colony,34.0,White,Jun,Y,F,2
946,1993,Provoked,australia,Fishing,25.0,Unspecified,Unknown,N,M,2
947,1993,Unprovoked,australia,Spearfishing,21.0,Unspecified,Jan,N,M,2
948,1992,Unprovoked,australia,Surfing,28.0,White,Oct,Y,M,2
949,1992,Unprovoked,australia,Surfing,17.0,White,Aug,N,M,2
950,1992,Invalid,australia,Surfing,19.0,Unspecified,Feb,Unknown,M,2
951,1992,Unprovoked,australia,Boogie boarding,19.0,Unspecified,Jan,N,M,2
952,1991,Unprovoked,australia,Scuba diving,19.0,White,Sep,Y,M,2
953,1991,Provoked,australia,Finning the shark that bit him,36.0,Unspecified,Aug,N,M,2
954,1990,Unprovoked,australia,Surfing,31.0,Tiger,Apr,N,M,2
955,1989,Unprovoked,australia,Surfing,17.0,White,Oct,N,M,2
956,1989,Provoked,australia,Feeding fish,30.0,Grey,Aug,N,M,2
957,1989,Unprovoked,australia,Surfing,17.0,Unspecified,Aug,N,M,2
958,1989,Unprovoked,australia,Surfing,27.0,White,Mar,Y,M,2
959,1989,Unprovoked,australia,Surfing with dolphins,17.0,Tiger,Jan,N,M,2
960,1986,Unprovoked,australia,Surfing,29.0,Unspecified,Feb,N,M,2
961,1985,Unprovoked,australia,Free diving for scallops,33.0,White,Mar,Y,F,2
962,1984,Unprovoked,australia,Sailing on catamaran & fell into the water,16.0,Tiger,Nov,Y,M,2
963,1983,Sea Disaster,australia,Swimming from the New Venture ,21.0,Tiger,Jul,Y,F,2
964,1983,Sea Disaster,australia,Swimming from the New Venture ,24.0,Tiger,Jul,Y,M,2
965,1983,Sea Disaster,australia,14 m prawn trawler New Venture capsized  & sank in heavy seas Three people in the water,28.0,Tiger,Jul,N,M,2
966,1981,Unprovoked,australia,Surf-skiing,27.0,Tiger,Unknown,N,M,2
967,1977,Unprovoked,australia,Surfing,17.0,White,Aug,N,M,2
968,1975,Unprovoked,australia,Scuba diving for abalone,37.0,White,Jul,Y,M,2
969,1975,Unprovoked,australia,Swimming underwater from crayfish cage to a fishing bait,12.0,White,Feb,Y,M,2
970,1972,Unprovoked,australia,Surfing,18.0,Unspecified,Feb,N,M,2
971,1971,Provoked,australia,Scuba diving & feeding fish,26.0,Grey,Aug,N,M,2
972,1969,Provoked,australia,Fishing,49.0,Unspecified,Feb,N,M,2
973,1968,Provoked,australia,Feeding mullet to sharks,27.0,Grey,Dec,N,M,2
974,1968,Unprovoked,australia,Spearfishing,26.0,Unspecified,Feb,N,M,2
975,1967,Unprovoked,australia,"Spearfishing, dived to pick up a float line",23.0,White,Aug,Y,M,2
976,1967,Invalid,australia,Anti-sabotage night dive exercise alongside destroyer (Scuba diving),19.0,Unspecified,Aug,Unknown,M,2
977,1967,Provoked,australia,Spearfishing,36.0,Grey,Mar,N,M,2
978,1966,Unprovoked,australia,"Free diving, carrying speargun",32.0,Unspecified,Sep,N,M,2
979,1966,Unprovoked,australia,Spearfishing,43.0,Unspecified,Sep,N,M,2
980,1966,Unprovoked,australia,Treading water,13.0,White,Feb,N,M,2
981,1965,Unprovoked,australia,Surfing,24.0,Grey,Nov,N,M,2
982,1964,Unprovoked,australia,Free diving with seals,25.0,White,Nov,N,M,2
983,1964,Unprovoked,australia,"Surfing, but swimming to his board",19.0,Grey,Oct,N,M,2
984,1964,Invalid,australia,Swimming,23.0,Unspecified,Feb,Unknown,M,2
985,1963,Unprovoked,australia,Spearfishing,23.0,White,Dec,N,M,2
986,1963,Provoked,australia,Surfing,18.0,Unspecified,Sep,N,M,2
987,1963,Unprovoked,australia,Spearfishing,18.0,Unspecified,Feb,N,M,2
988,1963,Unprovoked,australia,Wading,32.0,Bull,Jan,Y,F,2
989,1963,Invalid,australia,Swimming,25.0,Unspecified,Jan,Unknown,M,2
990,1962,Unprovoked,australia,Spearfishing,16.0,White,Dec,Y,M,2
991,1962,Unprovoked,australia,Swimming,35.0,Unspecified,Feb,N,M,2
992,1962,Unprovoked,australia,Surfing,19.0,Unspecified,Jan,N,M,2
993,1961,Unprovoked,australia,Standing,18.0,Unspecified,Dec,Y,F,2
994,1961,Unprovoked,australia,Standing,24.0,Unspecified,Dec,N,M,2
995,1961,Provoked,australia,Spearfishing,23.0,Grey,Dec,N,M,2
996,1961,Unprovoked,australia,"Surfing, pushing board ashore",22.0,Unspecified,Dec,Y,M,2
997,1961,Unprovoked,australia,Swimming with other crew near wharf,17.0,Unspecified,Dec,N,M,2
998,1961,Unprovoked,australia,"Checking fish traps, fell into the water",40.0,Unspecified,Apr,N,M,2
999,1961,Unprovoked,australia,Swimming,24.0,Unspecified,Mar,N,M,2
1000,1961,Unprovoked,australia,Spearfishing,21.0,White,Mar,N,M,2
1001,1961,Provoked,australia,Collecting aquarium specimens,27.0,Unspecified,Jan,N,M,2
1002,1960,Unprovoked,australia,"Fishing, when line became snagged on rock & he dived into water to free it ",33.0,Grey,Dec,Unknown,M,2
1003,1960,Unprovoked,australia,Swimming,41.0,Unspecified,Nov,Unknown,M,2
1004,1960,Unprovoked,australia,Surfing,17.0,White,Apr,N,M,2
1005,1960,Unprovoked,australia,"Wading, fishing for flounder",30.0,Unspecified,Feb,N,M,2
1006,1960,Unprovoked,australia,Free diving,13.0,Bull,Jan,Y,M,2
1007,1959,Unprovoked,australia,Body surfing,19.0,Unspecified,Nov,N,M,2
1008,1959,Unprovoked,australia,Standing in chest-deep water,17.0,Unspecified,Nov,N,M,2
1009,1959,Unprovoked,australia,Trailing the field in a surf race,19.0,Unspecified,Nov,N,M,2
1010,1959,Unprovoked,australia,Working prawn net,20.0,Grey,Jan,N,M,2
1011,1959,Unprovoked,australia,In deep water about 100 yards from his ship,22.0,Unspecified,Jan,Y,M,2
1012,1959,Unprovoked,australia,"Surfing, but treading water",17.0,Unspecified,Jan,N,M,2
1013,1958,Unprovoked,australia,Swimming,21.0,Unspecified,Nov,Y,M,2
1014,1958,Unprovoked,australia,Body surfing,14.0,Unspecified,Jan,N,M,2
1015,1957,Unprovoked,australia,Competing in spearfishing championship & towing dead fish,28.0,Unspecified,May,N,M,2
1016,1957,Unprovoked,australia,Swimming between  anchored  pearling luggers,22.0,Unspecified,Apr,N,M,2
1017,1956,Unprovoked,australia,"Swimming, attacked at  surf carnival",26.0,Unspecified,Mar,Y,M,2
1018,1956,Unprovoked,australia,Diving into water,15.0,Unspecified,Feb,Y,M,2
1019,1955,Unprovoked,australia,Swimming,25.0,White,Feb,Y,M,2
1020,1955,Unprovoked,australia,Hunting lobsters in 2.4 m of water,13.0,Unspecified,Jan,Y,M,2
1021,1954,Unprovoked,australia,Pearl diving from lugger Whyalla,30.0,Unspecified,Jun,N,M,2
1022,1953,Unprovoked,australia,Spearfishing,25.0,Unspecified,Feb,N,M,2
1023,1952,Unprovoked,australia,"Fishing, setting nets",25.0,Unspecified,Dec,N,M,2
