,year,type,country,activity,age,species,month,fatal,gender,id_country
349,2002,Unprovoked,usa,Surfing,21.0,Unspecified,Nov,N,M,0
350,2002,Unprovoked,usa,Boogie boarding,16.0,Unspecified,Nov,N,M,0
351,2002,Unprovoked,usa,Swimming,60.0,Unspecified,Oct,N,F,0
352,2002,Unprovoked,usa,Surfing,14.0,Unspecified,Oct,N,M,0
353,2002,Unprovoked,usa,Surfing,35.0,Unspecified,Oct,N,M,0
354,2002,Unprovoked,usa,Surfing,18.0,Unspecified,Oct,N,M,0
355,2002,Unprovoked,usa,Surfing,47.0,Unspecified,Sep,N,M,0
356,2002,Unprovoked,usa,Fishing from Surfboard,55.0,Unspecified,Sep,N,M,0
357,2002,Provoked,usa,Fishing,27.87,Unspecified,Sep,N,M,0
358,2002,Unprovoked,usa,Boogie boarding or Surfing,24.0,Unspecified,Sep,N,M,0
359,2002,Unprovoked,usa,Surfing,35.0,Unspecified,Sep,N,M,0
360,2002,Unprovoked,usa,Boogie boarding,20.0,Unspecified,Sep,N,M,0
361,2002,Provoked,usa,"Wading, when he stepped on the shark",36.0,Unspecified,Sep,N,M,0
362,2002,Unprovoked,usa,Surfing,16.0,Tiger,Aug,N,M,0
363,2002,Unprovoked,usa,Surfing,27.0,Unspecified,Aug,N,M,0
364,2002,Unprovoked,usa,Surfing,15.0,Unspecified,Aug,N,M,0
365,2002,Unprovoked,usa,Standing,14.0,Unspecified,Aug,N,M,0
366,2002,Unprovoked,usa,Surfing,13.0,Unspecified,Jul,N,M,0
367,2002,Unprovoked,usa,Swimming,15.0,Bull,Jul,N,F,0
368,2002,Provoked,usa,Shark Fishing,41.0,Unspecified,Jul,Y,M,0
369,2002,Unprovoked,usa,Standing,9.0,Bull,Jul,N,F,0
370,2002,Unprovoked,usa,Surfing,28.0,Unspecified,Jun,N,M,0
371,2002,Unprovoked,usa,Surfing,50.0,Unspecified,Jun,N,M,0
372,2002,Unprovoked,usa,Surfing,24.0,White,May,N,M,0
373,2002,Unprovoked,usa,Floating on a raft,16.0,Unspecified,May,N,M,0
374,2002,Provoked,usa,"Fishing, removing the shark from his line",55.0,Unspecified,May,N,M,0
375,2002,Unprovoked,usa,"Surfing, but standing in water alongside board",34.0,Unspecified,Apr,N,M,0
376,2002,Unprovoked,usa,Wading,41.0,Unspecified,Apr,N,M,0
377,2002,Unprovoked,usa,Swimming / Wading,29.0,Unspecified,Apr,N,M,0
378,2002,Unprovoked,usa,Body-boarding,17.0,Tiger,Mar,N,M,0
379,2002,Unprovoked,usa,Wading,11.0,Unspecified,Mar,N,F,0
380,2002,Unprovoked,usa,Swimming /  boogie boarding,20.0,Unspecified,Mar,N,M,0
381,2002,Unprovoked,usa,Snorkeling,39.0,Unspecified,Mar,N,M,0
382,2002,Unprovoked,usa,Surfing,31.0,Unspecified,Mar,N,M,0
383,2002,Unprovoked,usa,Snorkeling,35.0,Tiger,Jan,N,M,0
384,2001,Provoked,usa,"Surfing, fell off surfboard & stepped on the shark.",21.0,Unspecified,Sep,N,M,0
385,2001,Invalid,usa,Wreck / Technical diving,42.0,Unspecified,Sep,Y,M,0
386,2001,Unprovoked,usa,Boogie boarding,6.0,Unspecified,Sep,N,M,0
387,2001,Unprovoked,usa,Swimming ,28.0,White,Sep,Y,M,0
388,2001,Unprovoked,usa,Swimming,23.0,White,Sep,N,F,0
389,2001,Unprovoked,usa,Wading,20.0,Unspecified,Sep,N,M,0
390,2001,Unprovoked,usa,Swimming ,10.0,Bull,Sep,Y,M,0
391,2001,Unprovoked,usa,Surfing,17.0,Unspecified,Aug,N,M,0
392,2001,Unprovoked,usa,Surfing,20.0,Unspecified,Aug,N,M,0
393,2001,Unprovoked,usa,Surfing,19.0,Unspecified,Aug,N,M,0
394,2001,Unprovoked,usa,Surfing,19.0,Unspecified,Aug,N,M,0
395,2001,Unprovoked,usa,Boogie boarding,18.0,Unspecified,Jul,N,M,0
396,2001,Unprovoked,usa,Swimming,8.0,Bull,Jul,N,M,0
397,2001,Provoked,usa,Spearfishing,52.0,White,Jun,N,M,0
398,2001,Unprovoked,usa,Wading,29.0,Unspecified,Jun,N,F,0
399,2001,Unprovoked,usa,Surfing,45.0,Unspecified,May,N,M,0
400,2001,Unprovoked,usa,Surfing,12.0,Unspecified,Apr,N,M,0
401,2001,Unprovoked,usa,Surfing,21.0,Unspecified,Apr,N,M,0
402,2001,Unprovoked,usa,Body boarding,12.0,Unspecified,Apr,N,M,0
403,2001,Unprovoked,usa,Surfing,22.0,Unspecified,Apr,N,M,0
404,2001,Unprovoked,usa,Surfing,19.0,Unspecified,Apr,N,M,0
405,2001,Unprovoked,usa,Standing alongside surfboard,26.0,Unspecified,Apr,N,M,0
406,2000,Unprovoked,usa,Swimming,25.0,Unspecified,Nov,N,M,0
407,2000,Unprovoked,usa,Surfing,27.0,White,Nov,N,M,0
408,2000,Unprovoked,usa,Swimming / snorkeling,56.0,Tiger,Oct,N,F,0
409,2000,Unprovoked,usa,Surfing,17.0,Unspecified,Oct,N,M,0
410,2000,Unprovoked,usa,Surfing,23.0,Unspecified,Oct,N,M,0
411,2000,Unprovoked,usa,Swimming / Body surfing,25.0,Unspecified,Sep,N,M,0
412,2000,Unprovoked,usa,Wading,40.0,Unspecified,Sep,N,M,0
413,2000,Unprovoked,usa,Swimming,47.0,Unspecified,Aug,N,M,0
414,2000,Unprovoked,usa,Jumped into the water,25.0,Bull,Aug,Y,M,0
415,2000,Unprovoked,usa,"Windsurfing, but sitting on his board",53.0,Tiger,Aug,N,M,0
416,2000,Unprovoked,usa,Surfing / Wading,27.0,Unspecified,Aug,N,M,0
417,2000,Unprovoked,usa,Standing,44.0,Unspecified,Aug,N,F,0
418,2000,Unprovoked,usa,Playing,12.0,Tiger,Jul,N,F,0
419,2000,Unprovoked,usa,"Spearfishing, holding mesh bag with speared fish",55.0,Unspecified,Jul,N,F,0
420,2000,Unprovoked,usa,Wading,13.0,Unspecified,Jul,N,F,0
421,2000,Unprovoked,usa,Standing,19.0,Unspecified,Jul,N,F,0
422,2000,Unprovoked,usa,Surfing,17.0,Unspecified,Jun,N,M,0
423,2000,Unprovoked,usa,Swimming,55.0,Bull,Jun,N,M,0
424,2000,Unprovoked,usa,Swimming ,44.0,Bull,Jun,N,M,0
425,2000,Unprovoked,usa,Boogie boarding,14.0,Unspecified,Mar,N,F,0
426,2000,Unprovoked,usa,Surfing,37.0,Unspecified,Mar,N,M,0
427,2000,Unprovoked,usa,Spearfishing,39.0,Unspecified,Mar,N,M,0
428,1999,Unprovoked,usa,Swimming,51.0,Tiger,Nov,N,F,0
429,1999,Unprovoked,usa,"Surfing, lying on surfboard",16.0,Tiger,Oct,N,M,0
430,1999,Unprovoked,usa,Kayaking,37.0,White,Sep,N,M,0
431,1999,Unprovoked,usa,Surfing,28.0,Unspecified,Aug,N,M,0
432,1999,Unprovoked,usa,Lying prone in 2' of water,10.0,Unspecified,Aug,N,M,0
433,1999,Unprovoked,usa,Body surfing,62.0,Unspecified,Aug,N,M,0
434,1999,Unprovoked,usa,Swimming with dolphins,43.0,Bull,Jul,N,M,0
435,1999,Unprovoked,usa,Surfing,43.0,Tiger,Jul,N,M,0
436,1999,Unprovoked,usa,Wading in school of baitfish,30.0,Unspecified,Jul,N,F,0
437,1999,Unprovoked,usa,Surfing,21.0,Unspecified,Jun,N,M,0
438,1999,Unprovoked,usa,Splashing / wading,5.0,Unspecified,Jun,N,M,0
439,1999,Unprovoked,usa,Swimming near pod of whales,29.0,Unspecified,Mar,N,F,0
440,1999,Unprovoked,usa,Surfing,25.0,Unspecified,Feb,N,M,0
441,1998,Unprovoked,usa,Swimming,9.0,Tiger,Nov,Y,M,0
442,1998,Unprovoked,usa,Surfing,14.0,Unspecified,Nov,N,M,0
443,1998,Unprovoked,usa,Walking,13.0,Unspecified,Nov,N,M,0
444,1998,Unprovoked,usa,Surfing,26.0,Unspecified,Aug,N,M,0
445,1998,Unprovoked,usa,Boogie boarding,16.0,White,Aug,N,M,0
446,1998,Unprovoked,usa,Surfing,40.0,Lemon,May,N,M,0
447,1998,Unprovoked,usa,Swimming,14.0,Unspecified,May,N,F,0
448,1998,Unprovoked,usa,Surfing (lying prone on his board),50.0,White,Apr,N,M,0
449,1998,Unprovoked,usa,Swimming or paddle boarding,32.0,Unspecified,Mar,N,M,0
450,1997,Unprovoked,usa,Body boarding or surfing,19.0,Tiger,Oct,N,M,0
451,1997,Unprovoked,usa,Surfing,23.0,Unspecified,Oct,N,M,0
452,1997,Unprovoked,usa,Surfing,12.0,Unspecified,Oct,N,M,0
453,1997,Unprovoked,usa,Surfing (sitting on his board),29.0,White,Aug,N,M,0
454,1997,Unprovoked,usa,Body surfing,17.0,Unspecified,Aug,N,M,0
455,1997,Unprovoked,usa,Wading / Surfing,19.0,Unspecified,Aug,N,M,0
456,1997,Unprovoked,usa,Standing,50.0,Unspecified,Jul,N,M,0
457,1997,Unprovoked,usa,Surfing,18.0,Unspecified,Jun,N,M,0
458,1997,Unprovoked,usa,"Body surfing, stood up on sandbar",33.0,Unspecified,Jun,N,M,0
459,1997,Unprovoked,usa,Spearfishing,35.0,Unspecified,May,N,M,0
460,1997,Unprovoked,usa,Surfing,34.0,Unspecified,May,N,M,0
461,1997,Unprovoked,usa,Surfing,12.0,Unspecified,May,N,M,0
462,1996,Unprovoked,usa,Surfing,45.0,White,Nov,N,M,0
463,1996,Unprovoked,usa,Surfing,22.0,White,Oct,N,M,0
464,1996,Unprovoked,usa,Surfing,21.0,Unspecified,Oct,N,M,0
465,1996,Unprovoked,usa,Surfing,31.0,White,Oct,N,M,0
466,1996,Unprovoked,usa,Surfing / Swimming,19.0,Unspecified,Sep,N,M,0
467,1996,Invalid,usa,Boogie boarding,28.0,Unspecified,Sep,Unknown,F,0
468,1996,Unprovoked,usa,Body Boarding,19.0,Tiger,Aug,N,M,0
469,1996,Unprovoked,usa,Free diving for abalone,36.0,White,Aug,N,M,0
470,1996,Unprovoked,usa,Wade fishing,21.0,Unspecified,Aug,N,M,0
471,1996,Unprovoked,usa,Standing,63.0,Unspecified,Jul,N,F,0
472,1996,Unprovoked,usa,Surfing,22.0,Unspecified,May,N,M,0
473,1996,Unprovoked,usa,Surfing,27.0,Unspecified,May,N,M,0
474,1996,Unprovoked,usa,Swimming with mask & snorkel,53.0,Tiger,Jan,N,M,0
475,1995,Unprovoked,usa,Surfing,39.0,Unspecified,Oct,N,M,0
476,1995,Unprovoked,usa,Surfing,14.0,Unspecified,Sep,N,M,0
477,1995,Unprovoked,usa,Windsurfing,25.0,White,Sep,N,M,0
478,1995,Unprovoked,usa,Abalone diving using Hookah (resting on the surface),32.0,White,Sep,N,M,0
479,1995,Unprovoked,usa,Surfing,16.0,Unspecified,Aug,N,M,0
480,1995,Unprovoked,usa,Surfing,18.0,Unspecified,Aug,N,M,0
481,1995,Unprovoked,usa,Swimming,16.0,Unspecified,Aug,N,M,0
482,1995,Unprovoked,usa,Swimming ,23.0,Unspecified,Aug,N,M,0
483,1995,Unprovoked,usa,Surfing,19.0,Unspecified,Aug,N,M,0
484,1995,Unprovoked,usa,Wading,20.0,Unspecified,Aug,N,M,0
485,1995,Unprovoked,usa,Body boarding,12.0,Unspecified,Aug,N,M,0
486,1995,Unprovoked,usa,Scuba diving (ascending using scooter),31.0,White,Jun,N,M,0
487,1995,Unprovoked,usa,Swimming,45.0,Unspecified,Jun,N,M,0
488,1995,Unprovoked,usa,Swimming,10.0,Unspecified,Jun,N,F,0
489,1995,Unprovoked,usa,Swimming,38.0,Tiger,Jun,N,M,0
490,1994,Unprovoked,usa,Commercial diver (submerged or treading water),42.0,White,Dec,Y,M,0
491,1994,Unprovoked,usa,"Surfing, paddling seawards",34.0,Unspecified,Nov,N,F,0
492,1994,Provoked,usa,Wading,9.0,Unspecified,Oct,N,F,0
493,1994,Unprovoked,usa,Surfing,43.0,White,Sep,N,M,0
494,1994,Unprovoked,usa,Jumped off rocks into white water,12.0,Unspecified,Sep,N,F,0
495,1994,Unprovoked,usa,Surfing,15.0,Unspecified,Jul,N,M,0
496,1994,Unprovoked,usa,Surfing,28.0,Unspecified,May,N,M,0
497,1994,Unprovoked,usa,Surfing,22.0,Unspecified,May,N,M,0
498,1994,Unprovoked,usa,Surfing,23.0,Unspecified,Feb,N,M,0
499,1993,Unprovoked,usa,Surfing,26.0,White,Oct,N,M,0
500,1993,Unprovoked,usa,Swimming,26.0,Bull,Oct,N,F,0
501,1993,Boating,usa,Kayaking,34.0,White,Oct,N,F,0
502,1993,Unprovoked,usa,Riding floatation device,19.0,Bull,Aug,N,F,0
503,1993,Unprovoked,usa,Free diving for abalone (ascending),39.0,White,Aug,N,M,0
504,1993,Unprovoked,usa,Playing,12.0,Unspecified,Jul,N,F,0
505,1993,Unprovoked,usa,Paddling on surfboard or body board,22.0,Tiger,Jun,N,M,0
506,1993,Unprovoked,usa,Swimming,60.0,Unspecified,Jun,N,F,0
507,1993,Unprovoked,usa,Paddling on surfboard,35.0,Tiger,Mar,N,M,0
508,1993,Unprovoked,usa,Free diving & spearfishing (ascending),55.0,White,Mar,N,M,0
509,1993,Unprovoked,usa,Surfing,29.0,White,Jan,N,M,0
510,1992,Unprovoked,usa,"Standing in waist-deep water, helping his father tend a gill net containing dead fish",10.0,Tiger,Dec,N,M,0
511,1992,Unprovoked,usa,Lying on surfboard,30.0,Tiger,Dec,N,M,0
512,1992,Unprovoked,usa,Spearfishing / free diving,31.0,Unspecified,Nov,N,M,0
513,1992,Unprovoked,usa,Surfing,19.0,Unspecified,Nov,N,M,0
514,1992,Boating,usa,Kayaking,46.0,White,Nov,N,M,0
515,1992,Unprovoked,usa,Scuba diving (submerged),40.0,Unspecified,Nov,N,M,0
516,1992,Unprovoked,usa,Body boarding,18.0,Tiger,Nov,Y,M,0
517,1992,Unprovoked,usa,Hookah diving for sea urchins,40.0,White,Oct,N,M,0
518,1992,Unprovoked,usa,Surfing,28.0,Tiger,Oct,N,M,0
519,1992,Unprovoked,usa,Surfing,20.0,White,Sep,N,M,0
520,1992,Unprovoked,usa,Surfing,22.0,White,Aug,N,M,0
521,1992,Unprovoked,usa,Standing,42.0,Unspecified,Jul,N,F,0
522,1992,Unprovoked,usa,"Surfing, paddling seawards",36.0,Tiger,Mar,N,F,0
523,1992,Unprovoked,usa,Surfing (sitting on his board),21.0,White,Mar,N,M,0
524,1991,Unprovoked,usa,Hookah diving for sea urchins,25.0,White,Dec,N,M,0
525,1991,Unprovoked,usa,Snorkeling,41.0,Tiger,Nov,Y,F,0
526,1991,Unprovoked,usa,Surfing,21.0,Unspecified,Oct,N,M,0
527,1991,Unprovoked,usa,Surfing,32.0,White,Oct,N,M,0
528,1991,Unprovoked,usa,Swimming,23.0,Unspecified,Aug,N,M,0
529,1991,Unprovoked,usa,Wading,10.0,Unspecified,Aug,N,F,0
530,1991,Unprovoked,usa,Surfing,32.0,White,Jul,N,M,0
531,1991,Unprovoked,usa,Swimming behind sailboat,31.0,Bull,Jun,N,M,0
532,1991,Unprovoked,usa,Sitting on surfboard,23.0,Unspecified,May,N,M,0
533,1991,Unprovoked,usa,"Surfing, collided with shark",22.0,Unspecified,Apr,N,M,0
534,1991,Unprovoked,usa,Surfing,38.0,White,Feb,N,M,0
535,1990,Unprovoked,usa,Surfing,24.0,Unspecified,Nov,N,M,0
536,1990,Unprovoked,usa,Surfing,50.0,Unspecified,Oct,N,M,0
537,1990,Unprovoked,usa,Surfing,25.0,Unspecified,Oct,N,M,0
538,1990,Unprovoked,usa,Surfing,43.0,Tiger,Oct,N,M,0
539,1990,Unprovoked,usa,Surfing,19.0,Unspecified,Oct,N,M,0
540,1990,Unprovoked,usa,"Free diving / spearfishing, from paddleboard & floating on the surface",49.0,White,Sep,N,M,0
541,1990,Boating,usa,Kayaking,44.0,White,Sep,N,M,0
542,1990,Unprovoked,usa,Surfing,22.0,White,Aug,N,M,0
543,1989,Unprovoked,usa,Surfing,12.0,Unspecified,Oct,N,M,0
544,1989,Invalid,usa,Diving,49.0,Unspecified,Oct,Unknown,M,0
545,1989,Provoked,usa,"Fishing, stepped on hooked shark's head",51.0,Unspecified,Sep,N,M,0
546,1989,Unprovoked,usa,Hookah diving for abalone (descending),38.0,White,Sep,N,M,0
547,1989,Invalid,usa,Kayaking,24.0,Unspecified,Jan,Unknown,M,0
548,1989,Unprovoked,usa,Kayaking,24.0,White,Jan,Y,F,0
549,1988,Unprovoked,usa,Surfing (sitting on his board),21.0,White,Oct,N,M,0
550,1988,Unprovoked,usa,Surfing,30.0,Unspecified,Oct,N,M,0
551,1988,Unprovoked,usa,Surfing,23.0,Unspecified,Oct,N,M,0
552,1988,Unprovoked,usa,Surfing,21.0,Unspecified,Sep,N,M,0
553,1988,Unprovoked,usa,Snorkeling,38.0,Bull,Sep,Y,M,0
554,1988,Unprovoked,usa,Surfing,27.0,White,Aug,N,M,0
555,1988,Unprovoked,usa,Sittting in water with his child,37.0,Unspecified,Jun,N,M,0
556,1988,Unprovoked,usa,Surfing,25.0,Unspecified,Jun,N,M,0
557,1987,Unprovoked,usa,Surfing,16.0,Unspecified,Dec,N,M,0
558,1987,Unprovoked,usa,Surfing,20.0,Unspecified,Oct,N,M,0
559,1987,Unprovoked,usa,Wading,12.0,Unspecified,Aug,N,M,0
560,1987,Unprovoked,usa,Surfing (sitting on his board),40.0,White,Aug,N,M,0
561,1987,Unprovoked,usa,Surfing,27.0,Unspecified,Jul,N,M,0
562,1987,Unprovoked,usa,Body surfing,32.0,Unspecified,Jul,N,F,0
563,1987,Unprovoked,usa,Wading,16.0,Unspecified,Jul,N,F,0
564,1986,Unprovoked,usa,Surfing,40.0,Unspecified,Dec,N,M,0
565,1986,Unprovoked,usa,Free diving  & spearfishing (submerged),27.0,White,Dec,N,M,0
566,1986,Unprovoked,usa,Swimming,6.0,Lemon,Oct,N,F,0
567,1986,Unprovoked,usa,Surfing,22.0,Unspecified,Jan,N,M,0
568,1986,Unprovoked,usa,Surfing,16.0,Unspecified,Unknown,N,M,0
569,1985,Unprovoked,usa,Hookah diving for abalone,46.0,Unspecified,Oct,N,M,0
570,1985,Invalid,usa,Swimming,17.0,Unspecified,Sep,Unknown,M,0
571,1985,Invalid,usa,Wading,11.0,Unspecified,Aug,Unknown,M,0
572,1985,Invalid,usa,Scuba diving,25.0,Unspecified,Aug,Unknown,M,0
573,1985,Unprovoked,usa,Wading,13.0,Unspecified,Jul,N,F,0
574,1985,Unprovoked,usa,Scuba Diving for lobster (at surface),29.0,White,Feb,N,M,0
575,1984,Invalid,usa,Swimming,22.0,Unspecified,Oct,Unknown,M,0
576,1984,Unprovoked,usa,Surfing or body surfing,23.0,Unspecified,Oct,N,F,0
577,1984,Invalid,usa,Wading,25.0,Unspecified,Oct,Unknown,F,0
578,1984,Unprovoked,usa,Surfing,15.0,Unspecified,Oct,N,M,0
579,1984,Unprovoked,usa,Surfing (sitting on his board),25.0,White,Sep,N,M,0
580,1984,Unprovoked,usa,Surfing,16.0,Unspecified,Sep,N,M,0
581,1984,Unprovoked,usa,Skindiving,28.0,White,Sep,Y,M,0
582,1984,Unprovoked,usa,Swimming,18.0,Unspecified,Jul,N,F,0
583,1984,Unprovoked,usa,Towing her sister on plastic ski board,13.0,Unspecified,Jun,N,F,0
584,1983,Unprovoked,usa,Swimming,14.0,Unspecified,Aug,N,F,0
585,1983,Unprovoked,usa,Diving,22.0,Bull,Aug,N,F,0
586,1983,Unprovoked,usa,Windsurfing,39.0,Unspecified,Jul,N,F,0
587,1983,Unprovoked,usa,Water-skiing,21.0,Unspecified,May,N,M,0
588,1982,Unprovoked,usa,Windsurfing,26.0,Unspecified,Oct,N,M,0
589,1982,Unprovoked,usa,Surfing,20.0,Unspecified,Sep,N,M,0
590,1982,Unprovoked,usa,Diving,36.0,White,Sep,N,M,0
591,1982,Unprovoked,usa,Free diving for abalone from Zodiac (submerged),28.0,White,Sep,N,M,0
592,1982,Invalid,usa,Surfing,17.0,Unspecified,Aug,Unknown,M,0
593,1982,Unprovoked,usa,Paddle Boarding,26.0,White,Jul,N,M,0
594,1982,Unprovoked,usa,Swimming,17.0,Unspecified,Jul,N,M,0
595,1982,Unprovoked,usa,Swimming,20.0,Unspecified,Jun,N,M,0
596,1981,Unprovoked,usa,Surfing,24.0,White,Dec,Y,M,0
597,1981,Unprovoked,usa,Swimming,19.0,Unspecified,Oct,N,M,0
598,1981,Unprovoked,usa,Swimming,26.0,Tiger,Sep,Y,M,0
599,1981,Unprovoked,usa,Standing / Wading,19.0,Bull,Mar,N,M,0
600,1981,Unprovoked,usa,Surfing,24.0,Unspecified,Mar,N,M,0
601,1981,Unprovoked,usa,Surfing,15.0,Unspecified,Feb,N,M,0
602,1980,Unprovoked,usa,Surfing,29.0,White,Oct,N,M,0
603,1980,Unprovoked,usa,Surfing,19.0,White,Oct,N,M,0
604,1980,Unprovoked,usa,Standing,22.0,Unspecified,Jul,N,F,0
605,1979,Unprovoked,usa,Surfing,20.0,White,Nov,N,M,0
606,1979,Unprovoked,usa,Surfing,27.0,Unspecified,Mar,N,M,0
607,1977,Unprovoked,usa,Free diving for abalone (surfacing),20.0,White,Aug,N,M,0
608,1977,Provoked,usa,Spearfishing / Scuba diving,27.0,Bull,Jun,N,M,0
609,1976,Unprovoked,usa,Hookah diving for abalone (submerged),29.0,White,Dec,N,M,0
610,1976,Unprovoked,usa,Surfing,19.0,Bull,Nov,N,M,0
611,1976,Unprovoked,usa,Surfing,25.0,White,Oct,N,M,0
612,1976,Unprovoked,usa,Surfing,15.0,Tiger,Sep,N,M,0
613,1976,Unprovoked,usa,Surfing,19.0,White,Aug,N,M,0
614,1976,Unprovoked,usa,Skindiving,17.0,Unspecified,Jun,N,M,0
615,1975,Unprovoked,usa,Scuba diving & spearfishing,27.0,White,Dec,N,M,0
616,1975,Unprovoked,usa,Floating on a small orange raft ,20.0,Unspecified,Aug,N,M,0
617,1975,Unprovoked,usa,Free diving for abalone,44.0,White,Aug,N,M,0
618,1975,Unprovoked,usa,Scuba diving for abalone (at surface),23.0,White,Jul,N,M,0
619,1975,Unprovoked,usa,Hookah diving for abalone,34.0,White,Jul,N,M,0
620,1975,Unprovoked,usa,Swimming,14.0,Unspecified,Jul,N,F,0
621,1975,Unprovoked,usa,Swimming ,18.0,Unspecified,Jun,N,M,0
622,1974,Unprovoked,usa,Surfing,17.0,White,Sep,N,M,0
623,1974,Unprovoked,usa,Hookah diving for abalone,29.0,White,Sep,N,M,0
624,1974,Unprovoked,usa,Scuba diving (but on surface),41.0,White,Sep,N,M,0
625,1974,Unprovoked,usa,Scuba diving (but on surface),48.0,White,Sep,N,M,0
626,1974,Unprovoked,usa,Surfing,24.0,White,Sep,N,M,0
627,1974,Unprovoked,usa,Free diving (but on surface),45.0,White,May,N,M,0
628,1972,Unprovoked,usa,Surfing,22.0,Unspecified,Jun,N,M,0
629,1972,Unprovoked,usa,Free diving for abalone,32.0,White,May,N,M,0
630,1971,Unprovoked,usa,Surfing,18.0,Unspecified,Oct,N,M,0
631,1971,Unprovoked,usa,Scuba diving,30.0,White,Oct,N,M,0
632,1969,Unprovoked,usa,Free diving for abalone,53.0,White,Sep,N,M,0
633,1969,Unprovoked,usa,Body surfing,13.0,Unspecified,Aug,N,M,0
634,1969,Provoked,usa,Diving,23.0,Unspecified,May,N,M,0
635,1969,Unprovoked,usa,Surfing,16.0,White,Mar,N,M,0
636,1968,Unprovoked,usa,Free diving,25.0,White,Jul,N,M,0
637,1968,Unprovoked,usa,Spearfishing using Scuba,33.0,Unspecified,Jul,N,M,0
638,1968,Invalid,usa,Wading,63.0,Unspecified,Apr,Unknown,M,0
639,1968,Invalid,usa,Treading water,28.0,Unspecified,Mar,Unknown,M,0
640,1967,Unprovoked,usa,Standing on sandbar,19.0,Unspecified,Oct,N,M,0
641,1967,Provoked,usa,Pulling shark from the water,24.0,Unspecified,Aug,N,M,0
642,1967,Unprovoked,usa,Spearfishing,15.0,Unspecified,Aug,N,M,0
643,1967,Provoked,usa,Spearfishing,26.0,Unspecified,Jun,N,M,0
644,1966,Invalid,usa,Spearfishing on Scuba,26.0,Unspecified,Aug,Unknown,M,0
645,1966,Unprovoked,usa,Wading,8.0,Unspecified,Aug,N,M,0
646,1966,Provoked,usa,Killing a shark,34.0,Unspecified,Jul,N,M,0
647,1966,Invalid,usa,Free diving,46.0,Unspecified,Jul,Unknown,M,0
648,1966,Provoked,usa,Clamming,15.0,Unspecified,Jun,N,M,0
649,1966,Provoked,usa,Fishing,18.0,Unspecified,Jun,N,M,0
650,1966,Unprovoked,usa,Swimming,18.0,Unspecified,Jun,N,M,0
651,1966,Invalid,usa,Spearfishing / Scuba diving,24.0,Unspecified,May,Unknown,M,0
652,1966,Unprovoked,usa,Free diving / spearfishing (resting on the surface),29.0,White,Jan,N,M,0
653,1966,Unprovoked,usa,Swimming,35.0,Unspecified,Jan,N,M,0
654,1966,Invalid,usa,Walking,15.0,Unspecified,Unknown,Unknown,F,0
655,1965,Invalid,usa,Surfing,19.0,Unspecified,Apr,Unknown,M,0
656,1965,Unprovoked,usa,Spearfishing,28.0,White,Apr,N,M,0
657,1965,Unprovoked,usa,Paddling on surfboard,17.0,Unspecified,Apr,N,M,0
658,1965,Unprovoked,usa,Free diving,16.0,Unspecified,Mar,N,M,0
659,1965,Unprovoked,usa,Scuba diving,18.0,Unspecified,Feb,N,M,0
660,1964,Invalid,usa,Spearfishing / free diving,18.0,Unspecified,Aug,Unknown,M,0
661,1964,Unprovoked,usa,Spearfishing using scuba,28.0,Unspecified,Aug,N,M,0
662,1964,Invalid,usa,Attempting to swim across the Atlantic Ocean,29.0,Unspecified,Jun,Unknown,F,0
663,1964,Unprovoked,usa,Skin diving ,38.0,Unspecified,Mar,N,M,0
664,1964,Unprovoked,usa,Spearfishing / Scuba diving (at surface),21.0,White,Jan,N,M,0
665,1963,Unprovoked,usa,"Surf fishing, wading ",28.0,Unspecified,Oct,N,M,0
666,1963,Provoked,usa,"Spearfishing, pulled sharks tail",16.0,Unspecified,Sep,N,M,0
667,1963,Unprovoked,usa,Swimming,25.0,Unspecified,Apr,Y,M,0
668,1963,Unprovoked,usa,Surfing ,15.0,Unspecified,Apr,N,M,0
669,1962,Unprovoked,usa,Spearfishing / Scuba diving (at surface),24.0,White,Nov,N,M,0
670,1962,Provoked,usa,Diving for abalone,39.0,Unspecified,Aug,N,M,0
671,1962,Unprovoked,usa,Surf fishing in waist-deep water,40.0,Unspecified,Aug,Y,M,0
672,1962,Unprovoked,usa,Standing,24.0,Unspecified,Aug,N,M,0
673,1962,Provoked,usa,Fishing for albacore,19.0,Unspecified,Jul,N,M,0
674,1962,Unprovoked,usa,Rolled off raft,11.0,Unspecified,Jun,N,M,0
675,1962,Provoked,usa,"Scuba diving, attempting to catch a captive shark",55.0,Unspecified,Jun,N,M,0
676,1962,Unprovoked,usa,Spearfishing / Scuba diving (at surface),29.0,White,Jan,N,M,0
677,1961,Unprovoked,usa,Swimming,16.0,White,Aug,N,M,0
678,1961,Unprovoked,usa,Wading,19.0,White,Aug,N,M,0
679,1961,Unprovoked,usa,"Net fishing, picking catch from the net",38.0,Unspecified,Aug,N,M,0
680,1961,Provoked,usa,Spearfishing,57.0,Unspecified,Jul,N,M,0
681,1961,Unprovoked,usa,Free diving for abalone,20.0,White,May,N,M,0
682,1961,Unprovoked,usa,Walking in chest-deep water,52.0,Unspecified,May,N,M,0
683,1961,Invalid,usa,Splashing ,10.0,Unspecified,Apr,Unknown,M,0
684,1960,Provoked,usa,Holding shark on leader & dangling it above the water,15.0,Lemon,Aug,N,M,0
685,1960,Provoked,usa,"Fishing, tossing netted shark onboard",41.0,Unspecified,Jul,N,M,0
